티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,936269636.0,936269636.0,0.0
KRD010010001,원화현금,37312167.0,37312167.0,0.0
NVDA US Equity,NVIDIA Corp,215.49,56417233.0,0.06275851188239029
BE US Equity,BLOOM ENERGY CORPORATION,405.96,48174714.0,0.05358953639218275
PLTR US Equity,Palantir Technologies Inc -A,147.32,37709757.0,0.04194832158405483
TSLA US Equity,TESLA MOTORS,58.67,36611904.0,0.04072707025920489
005930,삼성전자,409.0,35174000.0,0.0391275463110925
LEU US Equity,Centrus Energy Corp,70.47,30660808.0,0.034107072978777374
GOOGL US Equity,ALPHABET INC-CL A,88.8,30291271.0,0.033696000138578305
AMZN US Equity,Amazon.com Inc,97.54,30052134.0,0.03342998421652805
AVGO US Equity,BROADCOM LTD,63.38,29340485.0,0.03263834609732799
BABA US Equity,ALIBABA GROUP HOLDING-SP ADR,112.09,28111492.0,0.031271214678566736
MSFT US Equity,MICROSOFT,36.29,26375116.0,0.02933967057344734
CCJ US Equity,CAMECO CORP,176.02,20712687.0,0.023040786371173697
FSLR US Equity,FIRST SOLAR INC,66.28,20510193.0,0.022815532110563065
ALAB US Equity,Astera Labs Inc,72.23,19844944.0,0.022075509336471177
277810,레인보우로보틱스,62.0,19065000.0,0.02120789988119004
META US Equity,Meta Platforms Inc-CL A,17.74,18280750.0,0.020335500432890893
RBLX US Equity,Roblox Coperation,94.05,18280617.0,0.02033535248373358
HOOD US Equity,Robinhood Markets Inc,90.83,18248671.0,0.020299815763586474
CLS US Equity,Celestica Inc,52.34,18095006.0,0.020128878866904436
GEV US Equity,GE Vernova LLC,20.8,17946815.0,0.019964031246065547
GLW US Equity,CORNING INC,151.91,17485523.0,0.01945089017331475
SOFI US Equity,SOFI TECHNOLOGIES ORD,471.25,17470436.0,0.019434107399356842
035420,NAVER,68.0,17306000.0,0.0192511888457317
CRDO US Equity,Credo Technology Group Holding Ltd,82.16,16786927.0,0.01867377220712541
ANET US Equity,ARISTA NETWORKS,76.78,15698459.0,0.0174629607532634
VRT US Equity,Vertiv Holdings Co,68.7,14542879.0,0.016177493932140633
MU US Equity,MICRON TECH,61.89,14530746.0,0.016163997186834655
APP US Equity,AppLovin Corp,12.58,12683852.0,0.014109512893985422
OKLO US Equity,Oklo Inc,80.14,12553066.0,0.01396402658956049
RDDT US Equity,Reddit Inc,35.41,11427584.0,0.01271204077397793
CRWV US Equity,Coreweave Inc,56.77,10901425.0,0.01212674167124585
FIX US Equity,Comfort Systems USA Inc,9.29,10756822.0,0.011965885340455411
NBIS US Equity,YANDEX NV-A,66.16,10422665.0,0.011594169200901316
PANW US Equity,PALO ALTO NETWORKS INC,35.94,10268761.0,0.011422966440695983
ORCL US Equity,ORACLE,25.18,9936933.0,0.011053841079994409
SNDK US Equity,Sandisk Corp/DE,62.73,9876150.0,0.010986226090302387
INTC US Equity,INTEL Corp,202.49,9532694.0,0.010604165746132757
SEI US Equity,Solaris Energy Infrastructure Inc,160.83,9020295.0,0.01003417326298448
STX US Equity,SEAGATE TECHNOLOGY,27.1,8976587.0,0.00998555249781233
IREN US Equity,IREN Ltd,134.37,8848556.0,0.009843130854503196
TEM US Equity,Tempus AI Inc,77.59,8787243.0,0.009774926292981276
0093D0,KoAct 팔란티어밸류체인액티브,756.0,8667540.0,0.009641768714199314
LRCX US Equity,LAM RESEARCH,44.42,8346006.0,0.009284094395793936
IBKR US Equity,Interactive Brokers Group Inc,79.44,7670265.0,0.0085324003242694
GNRC US Equity,GENERAC HOLDINGS INC,31.39,7373375.0,0.008202139983554662
BWXT US Equity,BWX Technologies Inc,28.22,7300739.0,0.008121339720466797
Z US Equity,ZILLOW GROUP INC - C,63.48,6863239.0,0.007634664860880087
059090,미코,452.0,6802600.0,0.00756721005674185
LMND US Equity,Lemonade Inc,89.94,6755689.0,0.007515026275397685
VST US Equity,VISTRA ENERGY CORP,24.08,6619951.0,0.007364031367762072
000990,DB하이텍,95.0,5510000.0,0.006129322231594919
SNOW US Equity,Snowflake Inc   - CL A,16.97,5370865.0,0.005974548502249554
000660,SK하이닉스,11.0,3960000.0,0.004405102729059143
