티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,1254092052.0,1254092052.0,0.0
KRD010010001,원화현금,3239110.0,3239110.0,0.0
NVDA US Equity,NVIDIA Corp,383.79,107011953.0,0.08555118624008481
LITE US Equity,Lumentum Holdings Inc,69.39,71569502.0,0.05721655967452647
005930,삼성전자,315.0,68670000.0,0.054898539783743816
SNDK US Equity,Sandisk Corp/DE,70.48,63548109.0,0.05080382102982654
BE US Equity,BLOOM ENERGY CORPORATION,250.31,62374014.0,0.0498651855111518
MU US Equity,MICRON TECH,91.01,55667922.0,0.04450397015574993
GOOG US Equity,ALPHABET INC-CL C,107.09,47796213.0,0.03821089705683404
277810,레인보우로보틱스,52.0,45760000.0,0.036583037432708854
TER US Equity,TERADYNE INC,83.2,40667557.0,0.03251186101459399
LRCX US Equity,LAM RESEARCH,112.05,39857146.0,0.031863974302424436
WDC US Equity,WESTERN DIGITAL,95.69,39695705.0,0.031734909570209094
AVGO US Equity,BROADCOM LTD,83.6,39610315.0,0.031666644151363395
COHR US Equity,COHERENT CORP,92.07,35168145.0,0.02811533140240238
GLW US Equity,CORNING INC,148.27,33915442.0,0.027113852365228716
CIEN US Equity,Ciena Corp,67.07,33788384.0,0.02701227527672074
TSLA US Equity,TESLA MOTORS,51.91,30893142.0,0.024697661062062722
GOOGL US Equity,ALPHABET INC-CL A,58.75,26210303.0,0.02095394440060405
INTC US Equity,INTEL Corp,391.87,26193180.0,0.02094025534138289
6857 JP Equity,ADVANTEST CORP,99.79,26109466.0,0.020873329808261346
AMD US Equity,ADVANCED MICRO DEVICES,83.64,25145879.0,0.020102985855230935
KLAC US Equity,KLA Corp,10.98,24213714.0,0.019357762361164915
PLTR US Equity,Palantir Technologies Inc -A,116.3,22251458.0,0.017789027992708675
CLS US Equity,Celestica Inc,48.07,20148861.0,0.016108097381762405
ASML US Equity,ASML HOLDING,8.63,18783177.0,0.01501629517692736
RKLB US Equity,Rocket Lab USA Inc,184.75,18491841.0,0.014783385303817754
IREN US Equity,IREN Ltd,293.21,18407129.0,0.014715661915115837
NBIS US Equity,YANDEX NV-A,112.18,16973495.0,0.013569536777729384
VRT US Equity,Vertiv Holdings Co,39.68,14833594.0,0.011858783316512357
0093D0,KoAct 팔란티어밸류체인액티브,969.0,13483635.0,0.010779552533522361
285A JP Equity,Kioxia Holdings Corp,66.75,13100847.0,0.010473530948452612
FIX US Equity,Comfort Systems USA Inc,6.04,12492323.0,0.00998704370477469
FSLY US Equity,Fastly Inc,479.15,12399573.0,0.00991289430088737
ARM US Equity,ARM Holdings PLC,66.0,12397102.0,0.009910918848844184
AKAM US Equity,Akamai Technologies Inc,80.13,11429505.0,0.009137369083311473
CCJ US Equity,CAMECO CORP,66.25,11308661.0,0.009040759805000322
TSEM US Equity,Tower Semiconductor Ltd,60.0,10776481.0,0.008615306114857425
CRDO US Equity,Credo Technology Group Holding Ltd,61.0,10737785.0,0.008584370423937492
RIOT US Equity,Riot Platforms Inc,418.0,10179413.0,0.00813797742180951
FSLR US Equity,FIRST SOLAR INC,29.07,8709055.0,0.006962493117756124
GEV US Equity,GE Vernova LLC,6.91,8630694.0,0.006899847064516078
TSM US Equity,TAIWAN SEMICONDUCTOR-SP ADR,15.32,8469285.0,0.0067708079148443975
AMZN US Equity,Amazon.com Inc,26.02,7814599.0,0.006247416253029047
ASTS US Equity,AST SpaceMobile Inc,49.65,5830344.0,0.004661094685261571
ISRG US Equity,Intuitive Surgical Inc,7.61,5492115.0,0.004390695992782819
LEU US Equity,Centrus Energy Corp,16.59,4982246.0,0.003983078931751835
6954 JP Equity,FANUC,73.72,4539835.0,0.0036293914716635013
MSFT US Equity,MICROSOFT,7.57,4323798.0,0.0034566797221475456
