티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,1967970462.0,1967970462.0,0.0
KRD010010001,원화현금,90481527.0,90481527.0,0.0
SPCX US Equity,Space Exploration Technologies Corp,651.77,189653989.0,0.10101470398279604
SNDK US Equity,Sandisk Corp/DE,46.63,148574426.0,0.07913464800259928
AMD US Equity,ADVANCED MICRO DEVICES,164.77,136304040.0,0.07259911760811523
ARM US Equity,ARM Holdings PLC,217.11,135392093.0,0.07211339064429692
INTC US Equity,INTEL Corp,524.32,101336991.0,0.05397474739311846
MU US Equity,MICRON TECH,46.12,75849214.0,0.0403992868272217
BE US Equity,BLOOM ENERGY CORPORATION,180.78,75011804.0,0.039953260230532334
WDC US Equity,WESTERN DIGITAL,71.64,70771432.0,0.03769472654708349
005930,삼성전자,193.0,66199000.0,0.035259328971757695
LITE US Equity,Lumentum Holdings Inc,45.34,65605347.0,0.034943133766058655
SNOW US Equity,Snowflake Inc   - CL A,163.13,59373292.0,0.03162377731935874
STX US Equity,SEAGATE TECHNOLOGY,35.98,55409850.0,0.02951274383941975
MRVL US Equity,MARVELL TECHNOLOGY INC,116.17,54240122.0,0.02888971593326594
DELL US Equity,Dell Technologies Inc,79.65,49251594.0,0.02623269468163337
285A JP Equity,Kioxia Holdings Corp,55.81,47870745.0,0.025497218176681293
000660,SK하이닉스,17.0,40494000.0,0.021568169721330476
NTAP US Equity,NETAPP INC,163.34,39954125.0,0.021280618093229935
NBIS US Equity,YANDEX NV-A,82.14,32291025.0,0.017199049431415158
399720,가온칩스,509.0,28504000.0,0.015181980286877164
TER US Equity,TERADYNE INC,41.0,26798869.0,0.014273782657472759
HPE US Equity,HEWLETT PACKARD ENTERPRIS,352.51,26120508.0,0.01391246974246482
PANW US Equity,PALO ALTO NETWORKS INC,60.7,26107717.0,0.013905656919357556
CRWD US Equity,CROWDSTRIKE HOLDINGS INC - A,24.29,25441412.0,0.013550765347120408
LRCX US Equity,LAM RESEARCH,43.0,25279333.0,0.01346443780772535
6857 JP Equity,ADVANTEST CORP,90.87,25223752.0,0.013434833904893292
ASML US Equity,ASML HOLDING,8.0,22887558.0,0.012190515519602783
440110,파두,218.0,21996200.0,0.011715754798842529
CIEN US Equity,Ciena Corp,30.58,21421001.0,0.01140938867903368
ALAB US Equity,Astera Labs Inc,33.27,19573230.0,0.010425217233037914
FTNT US Equity,FORTINET INC,83.77,18929430.0,0.010082312415865184
CRCL US Equity,Circle Internet Group Inc,146.36,18444593.0,0.009824075474511385
COIN US Equity,COINBASE GLOBAL INC -CLASS A,66.76,17117103.0,0.009117019376734703
COHR US Equity,COHERENT CORP,23.73,14844551.0,0.007906598394946066
MDB US Equity,MONGODB INC,23.08,12356535.0,0.0065814156183029646
DDOG US Equity,DATADOG INC - CLASS A,32.23,11355880.0,0.0060484404399432585
011070,LG이노텍,9.0,11124000.0,0.005924935051614565
356860,티엘비,115.0,11005500.0,0.005861818834101411
CRWV US Equity,Coreweave Inc,66.92,10794385.0,0.005749373431060993
5803 JP Equity,Fujikura Ltd,228.6,9373730.0,0.004992695203287576
AAOI US Equity,Applied Optoelectronics Inc,26.07,7548489.0,0.0040205238280139315
108490,로보티즈,23.0,7222000.0,0.0038466271972995678
TSLA US Equity,TESLA MOTORS,9.56,5941485.0,0.003164591220347192
TSM US Equity,TAIWAN SEMICONDUCTOR-SP ADR,8.65,5771455.0,0.0030740287691762083
GEV US Equity,GE Vernova LLC,1.84,2723130.0,0.0014504106784522808
