티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,1217160261.0,1217160261.0,0.0
KRD010010001,원화현금,11736749.0,11736749.0,0.0
MU US Equity,MICRON TECH,142.93,89662805.0,0.0743828240509714
SNDK US Equity,Sandisk Corp/DE,106.64,82787015.0,0.0686787790148895
NVDA US Equity,NVIDIA Corp,263.76,73092681.0,0.060636515110549793
GOOG US Equity,ALPHABET INC-CL C,112.54,54863370.0,0.04551377126282567
005930,삼성전자,329.0,52804500.0,0.043805765753140546
BE US Equity,BLOOM ENERGY CORPORATION,233.46,52597638.0,0.04363415635781957
LRCX US Equity,LAM RESEARCH,117.75,42065094.0,0.034896526889712766
AKAM US Equity,Akamai Technologies Inc,286.17,40926409.0,0.03395189208819746
WDC US Equity,WESTERN DIGITAL,100.56,40301551.0,0.03343351991959487
277810,레인보우로보틱스,55.0,40040000.0,0.033216541407564644
TSLA US Equity,TESLA MOTORS,66.18,39684050.0,0.032921251000121526
AVGO US Equity,BROADCOM LTD,75.24,35820698.0,0.029716276182938765
IREN US Equity,IREN Ltd,410.09,35325021.0,0.029305070498741027
PLTR US Equity,Palantir Technologies Inc -A,156.06,34115101.0,0.028301340284459294
TER US Equity,TERADYNE INC,87.44,31702846.0,0.026300172250165964
GOOGL US Equity,ALPHABET INC-CL A,61.74,30061877.0,0.024938850703287094
INTC US Equity,INTEL Corp,411.83,28847073.0,0.023931068800987516
LEU US Equity,Centrus Energy Corp,64.81,28128139.0,0.023334652692588262
KLAC US Equity,KLA Corp,11.54,27986116.0,0.023216832691081605
6857 JP Equity,ADVANTEST CORP,104.27,26186752.0,0.021724109194246412
AMD US Equity,ADVANCED MICRO DEVICES,67.93,24659480.0,0.020457108853871434
LITE US Equity,Lumentum Holdings Inc,44.47,24417715.0,0.02025654448990041
RKLB US Equity,Rocket Lab USA Inc,194.15,23945754.0,0.01986501321869023
NBIS US Equity,YANDEX NV-A,166.24,22712198.0,0.018841674958137038
CLS US Equity,Celestica Inc,50.52,21817062.0,0.018099084498361766
CCJ US Equity,CAMECO CORP,106.62,20515603.0,0.01701941499876767
ASML US Equity,ASML HOLDING,9.07,18998954.0,0.015761227328706693
HOOD US Equity,Robinhood Markets Inc,109.6,15972553.0,0.013250573629096426
0093D0,KoAct 팔란티어밸류체인액티브,1013.0,14116155.0,0.011710535641186333
ASTS US Equity,AST SpaceMobile Inc,79.5,13972010.0,0.011590955262535148
ONDS US Equity,Ondas Inc,805.68,13070679.0,0.01084322553018196
285A JP Equity,Kioxia Holdings Corp,69.74,12549202.0,0.010410616580042284
VRT US Equity,Vertiv Holdings Co,41.7,11711296.0,0.00971550320979636
RMBS US Equity,Rambus Inc,60.86,10653129.0,0.008837664848866828
FSLR US Equity,FIRST SOLAR INC,30.55,9851226.0,0.00817241898961732
AMZN US Equity,Amazon.com Inc,27.34,9513508.0,0.007892253556773166
GLW US Equity,CORNING INC,56.84,8427581.0,0.006991385945357269
TSM US Equity,TAIWAN SEMICONDUCTOR-SP ADR,16.1,7869393.0,0.006528322138783701
GEV US Equity,GE Vernova LLC,7.26,7497277.0,0.006219620677184867
COHR US Equity,COHERENT CORP,24.03,7466853.0,0.006194381415052405
ISRG US Equity,Intuitive Surgical Inc,7.99,5837639.0,0.004842811627520337
MSFT US Equity,MICROSOFT,7.96,4967225.0,0.00412073014218757
6954 JP Equity,FANUC,77.03,4407857.0,0.0036566874265515407
RDDT US Equity,Reddit Inc,12.7,3474427.0,0.002882328878947568
