티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,1137005227.0,1137005227.0,0.0
KRD010010001,원화현금,10179758.0,10179758.0,0.0
SNDK US Equity,Sandisk Corp/DE,106.72,90362588.0,0.08019217748085884
MU US Equity,MICRON TECH,143.03,80476809.0,0.07141905398306186
NVDA US Equity,NVIDIA Corp,263.93,66662821.0,0.059159845809271465
GOOG US Equity,ALPHABET INC-CL C,112.62,54833488.0,0.048661917491678565
005930,삼성전자,331.0,52496600.0,0.04658804885426316
BE US Equity,BLOOM ENERGY CORPORATION,233.61,46893399.0,0.04161549440448439
TSLA US Equity,TESLA MOTORS,66.23,38658457.0,0.034307404352785356
AKAM US Equity,Akamai Technologies Inc,286.36,38499542.0,0.03416637541407932
WDC US Equity,WESTERN DIGITAL,100.63,38475800.0,0.0341453056027792
LRCX US Equity,LAM RESEARCH,117.83,36934879.0,0.032777816987734416
277810,레인보우로보틱스,55.0,36190000.0,0.03211677495372622
TER US Equity,TERADYNE INC,87.5,34862234.0,0.030938450504618475
AVGO US Equity,BROADCOM LTD,75.3,34358971.0,0.030491830319110402
LITE US Equity,Lumentum Holdings Inc,44.5,32985410.0,0.02927286514856011
GOOGL US Equity,ALPHABET INC-CL A,61.78,30072766.0,0.026688042494005786
PLTR US Equity,Palantir Technologies Inc -A,156.16,29834320.0,0.026476433858454083
INTC US Equity,INTEL Corp,412.1,29213225.0,0.02592524379656172
IREN US Equity,IREN Ltd,410.35,23993741.0,0.021293218568527048
6857 JP Equity,ADVANTEST CORP,104.94,23843202.0,0.021159622901636775
LEU US Equity,Centrus Energy Corp,64.85,23070468.0,0.020473860979086548
KLAC US Equity,KLA Corp,11.55,22591206.0,0.02004854045413842
CLS US Equity,Celestica Inc,50.55,21905380.0,0.019439904938818878
AMD US Equity,ADVANCED MICRO DEVICES,67.97,19227268.0,0.0170632174449014
RKLB US Equity,Rocket Lab USA Inc,194.28,18933992.0,0.016802949987279707
NBIS US Equity,YANDEX NV-A,166.35,18057619.0,0.016025213750293747
ASML US Equity,ASML HOLDING,9.08,18015265.0,0.015987626740445994
CCJ US Equity,CAMECO CORP,106.7,17134628.0,0.015206106421437302
0093D0,KoAct 팔란티어밸류체인액티브,1019.0,13262285.0,0.011769599964553162
285A JP Equity,Kioxia Holdings Corp,70.19,12843673.0,0.011398103214154454
HOOD US Equity,Robinhood Markets Inc,109.67,11713113.0,0.01039478900880257
ASTS US Equity,AST SpaceMobile Inc,79.55,10903144.0,0.009675982927219407
VRT US Equity,Vertiv Holdings Co,41.73,10900027.0,0.009673216749061606
FSLR US Equity,FIRST SOLAR INC,30.57,10528064.0,0.00934311860144865
ONDS US Equity,Ondas Inc,806.2,10046348.0,0.008915620276949917
GLW US Equity,CORNING INC,56.88,9427570.0,0.008366486434111652
AMZN US Equity,Amazon.com Inc,27.36,8953367.0,0.00794565551304556
RMBS US Equity,Rambus Inc,60.9,8779219.0,0.0077911080655561574
GEV US Equity,GE Vernova LLC,7.26,7868390.0,0.006982793889973745
TSM US Equity,TAIWAN SEMICONDUCTOR-SP ADR,16.11,7829584.0,0.0069483555487509134
COHR US Equity,COHERENT CORP,24.05,7394850.0,0.006562551347514847
ISRG US Equity,Intuitive Surgical Inc,8.0,5599617.0,0.004969373832994185
6954 JP Equity,FANUC,77.52,4766084.0,0.004229655906011475
MSFT US Equity,MICROSOFT,7.96,4604844.0,0.004086563648660306
RDDT US Equity,Reddit Inc,12.71,2821212.0,0.0025036814285922036
