티커,구성종목명,계약수,평가금액,비중
CASH00000001,설정현금액,1047746381.0,1047746381.0,0.0
KRD010010001,원화현금,3699360.0,3699360.0,0.0
TSLA US Equity,TESLA MOTORS,108.17,77041283.0,0.07379100888215646
MU US Equity,MICRON TECH,170.58,67138273.0,0.06430579432686298
GOOG US Equity,ALPHABET INC-CL C,119.15,54424581.0,0.052128476883992754
AVGO US Equity,BROADCOM LTD,96.88,48804931.0,0.046745912797350915
GOOGL US Equity,ALPHABET INC-CL A,104.77,47631324.0,0.04562181878971139
NVDA US Equity,NVIDIA Corp,175.62,47045664.0,0.04506086704307545
AKAM US Equity,Akamai Technologies Inc,330.37,43626852.0,0.04178629038969309
PLTR US Equity,Palantir Technologies Inc -A,144.07,41235965.0,0.03949627188294999
TER US Equity,TERADYNE INC,125.66,36301404.0,0.03476989375941143
005930,삼성전자,292.0,32266000.0,0.030904738341282045
APP US Equity,AppLovin Corp,28.51,30440119.0,0.029155888947266104
LITE US Equity,Lumentum Holdings Inc,51.92,28543203.0,0.027339001429898244
LRCX US Equity,LAM RESEARCH,103.71,26443646.0,0.0253280220795726
277810,레인보우로보틱스,55.0,25987500.0,0.024891120301371944
SNDK US Equity,Sandisk Corp/DE,69.69,24509036.0,0.02347503082430614
CLS US Equity,Celestica Inc,52.16,22565377.0,0.02161337233488452
AMZN US Equity,Amazon.com Inc,67.03,22555644.0,0.021604049957822734
RDDT US Equity,Reddit Inc,60.0,20708671.0,0.019834998408563058
HOOD US Equity,Robinhood Markets Inc,115.0,20655165.0,0.019783749758910524
KLAC US Equity,KLA Corp,11.12,20502123.0,0.019637164406985076
6857 JP Equity,ADVANTEST CORP,105.62,19070916.0,0.018266338216964273
ISRG US Equity,Intuitive Surgical Inc,22.44,19013700.0,0.018211536087511138
BE US Equity,BLOOM ENERGY CORPORATION,136.05,17885470.0,0.017130904681734636
WDC US Equity,WESTERN DIGITAL,62.53,16759072.0,0.016052027986199292
CCJ US Equity,CAMECO CORP,120.29,16021930.0,0.015345985073214437
0093D0,KoAct 팔란티어밸류체인액티브,1026.0,13312350.0,0.01275071882035474
FSLR US Equity,FIRST SOLAR INC,33.67,13304939.0,0.012743620481054943
LEU US Equity,Centrus Energy Corp,30.96,11995321.0,0.011489253605178383
INTC US Equity,INTEL Corp,218.05,11883132.0,0.011381797716944015
6758 JP Equity,SONY GROUP,312.38,11736228.0,0.011241091410575462
AMD US Equity,ADVANCED MICRO DEVICES,36.88,11650308.0,0.01115879626651413
META US Equity,Meta Platforms Inc-CL A,11.77,11476285.0,0.010992115076395586
GLW US Equity,CORNING INC,84.18,10946900.0,0.010485064158810526
VRT US Equity,Vertiv Holdings Co,44.14,10441298.0,0.010000792866588717
GEV US Equity,GE Vernova LLC,9.68,9431419.0,0.009033519382073885
RKLB US Equity,Rocket Lab USA Inc,90.21,9415817.0,0.009018575610686025
SNOW US Equity,Snowflake Inc   - CL A,27.66,9107415.0,0.008723184700318205
ASML US Equity,ASML HOLDING,5.42,8471542.0,0.00811413837653199
COHR US Equity,COHERENT CORP,30.51,8391683.0,0.008037648526559993
MSFT US Equity,MICROSOFT,11.4,8198996.0,0.00785309074695401
035420,NAVER,34.0,8092000.0,0.007750608772629217
BABA US Equity,ALIBABA GROUP HOLDING-SP ADR,34.68,7688700.0,0.007364323488644867
TSM US Equity,TAIWAN SEMICONDUCTOR-SP ADR,17.03,7283303.0,0.0069760296744336
5803 JP Equity,Fujikura Ltd,43.64,6826754.0,0.006538741898292338
6981 JP Equity,MURATA MFG CO,214.17,6448840.0,0.0061767716111322535
QCOM US Equity,QUALCOMM Inc,23.5,6095606.0,0.005838440106041929
ANET US Equity,ARISTA NETWORKS,29.23,5672686.0,0.005433362564998881
319660,피에스케이,163.0,5631650.0,0.0053940578218459375
108490,로보티즈,12.0,3366000.0,0.003223992724749128
