티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,113.53,16210971.0,11.86
US0231351067,Amazon.com Inc,26.43,6609707.0,4.83
US11135F1012,Broadcom Inc,31.96,6313944.0,4.62
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.93,5941537.0,4.35
US5949181045,Microsoft Corp,10.03,5838785.0,4.27
US88160R1014,Tesla Inc,16.92,5185147.0,3.79
US02079K3059,Alphabet Inc,21.16,4959621.0,3.63
US0378331005,Apple Inc,16.0,4818851.0,3.52
KYG875721634,Tencent Holdings Ltd,71.5,4454197.0,3.26
US30303M1027,Meta Platforms Inc,6.53,4166370.0,3.05
US66987V1098,Novartis AG,19.58,3017363.0,2.21
US46266C1053,IQVIA Holdings Inc,8.91,3012122.0,2.2
US5324571083,Eli Lilly & Co,2.7,2940085.0,2.15
US0404132054,Arista Networks Inc,6.68,2864871.0,2.1
NL0013056914,Elastic NV,19.31,2830874.0,2.07
DE000623100B,Infineon Technologies AG,58.21,2738877.0,2.0
US23804L1035,Datadog Inc,17.33,2735146.0,2.0
US3364331070,First Solar Inc,9.13,2649974.0,1.94
US7475251036,QUALCOMM Inc,11.27,2589151.0,1.89
JP3122400009,Advantest Corp,49.5,2573283.0,1.88
JP3236200006,Keyence Corp,4.36,2562655.0,1.87
JP3811000003,Fujikura Ltd,96.14,2557964.0,1.87
JP3788600009,Hitachi Ltd,86.83,2533587.0,1.85
US92537N1081,Vertiv Holdings Co,24.91,2504187.0,1.83
US5951121038,Micron Technology Inc,17.74,2504787.0,1.83
JP3148800000,Ibiden Co Ltd,46.34,2454495.0,1.8
US0420682058,ARM Holdings PLC,13.37,2446299.0,1.79
US81762P1021,ServiceNow Inc,2.18,2395055.0,1.75
US00724F1012,Adobe Inc,3.0,2224602.0,1.63
US68389X1054,Oracle Corp,11.5,2146697.0,1.57
FR0000121972,Schneider Electric SE,6.5,2093158.0,1.53
US69608A1088,Palantir Technologies Inc,56.62,2055346.0,1.5
TW0002382009,Quanta Computer Inc,174.82,1982367.0,1.45
US9581021055,Western Digital Corp,22.35,1943417.0,1.42
US24703L2025,Dell Technologies Inc,12.31,1839906.0,1.35
US92840M1027,Vistra Corp,17.69,1680461.0,1.23
KYG6427A1022,NetEase Inc,66.36,1667185.0,1.22
US21037T1097,Constellation Energy Corp,5.87,1363323.0,1.0
US86800U1043,Super Micro Computer Inc,1.3,1189604.0,0.87
KRD010010001,원화예금,4133720.0,4133720.0,3.02
