티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.38,12250182.0,11.3
US5949181045,Microsoft Corp,16.51,8005596.0,7.39
US30303M1027,Meta Platforms Inc,8.0,3659706.0,3.38
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,26.71,3566524.0,3.29
US0079031078,Advanced Micro Devices Inc,19.05,3442567.0,3.18
US02079K3059,Alphabet Inc,18.48,3384774.0,3.12
US0231351067,Amazon.com Inc,16.31,3239201.0,2.99
US8334451098,Snowflake Inc,12.69,3214311.0,2.97
US11135F1012,Broadcom Inc,2.18,3166238.0,2.92
US7475251036,QUALCOMM Inc,16.58,3079698.0,2.84
US60937P1066,MongoDB Inc,5.8,3059400.0,2.82
US4581401001,Intel Corp,47.67,2962023.0,2.73
US5738741041,Marvell Technology Inc,35.88,2798411.0,2.58
US79466L3024,Salesforce Inc,7.3,2516873.0,2.32
US8716071076,Synopsys Inc,3.61,2450877.0,2.26
US00724F1012,Adobe Inc,3.13,2426006.0,2.24
KR7005930003,삼성전자,31.12,2383792.0,2.2
US88160R1014,Tesla Inc,7.19,2350504.0,2.17
US0378331005,Apple Inc,8.81,2207919.0,2.04
NL0012866412,BE Semiconductor Industries NV,10.83,2129901.0,1.97
US81762P1021,ServiceNow Inc,2.21,1995582.0,1.84
KYG070341048,Baidu Inc,13.36,1984373.0,1.83
US22788C1053,Crowdstrike Holdings Inc,5.86,1939150.0,1.79
JP3148800000,Ibiden Co Ltd,25.75,1763743.0,1.63
IL0011762130,Monday.com Ltd,6.7,1643214.0,1.52
US91332U1016,Unity Software Inc,32.42,1645553.0,1.52
US0404132054,Arista Networks Inc,5.19,1600739.0,1.48
US46266C1053,IQVIA Holdings Inc,5.09,1511385.0,1.39
US8835561023,Thermo Fisher Scientific Inc,2.16,1479287.0,1.36
JP3970300004,Recruit Holdings Co Ltd,27.04,1435218.0,1.32
US23804L1035,Datadog Inc,8.39,1330346.0,1.23
JP3548600000,Disco Corp,4.29,1326315.0,1.22
US98980G1022,Zscaler Inc,4.59,1317168.0,1.22
US20717M1036,Confluent Inc,41.3,1297543.0,1.2
HK0992009065,Lenovo Group Ltd,754.01,1286643.0,1.19
US37637K1088,Gitlab Inc,15.28,1249895.0,1.15
US0420682058,ARM Holdings PLC,12.29,1150090.0,1.06
DE000SHL1006,Siemens Healthineers AG,14.43,1088205.0,1.0
US83304A1060,Snap Inc,49.14,1084579.0,1.0
JP3122400009,Advantest Corp,24.89,1075094.0,0.99
US69608A1088,Palantir Technologies Inc,45.85,1033332.0,0.95
US88339J1051,Trade Desk Inc/The,9.11,865952.0,0.8
JP3236200006,Keyence Corp,1.29,728375.0,0.67
US90353T1007,Uber Technologies Inc,8.72,696584.0,0.64
KR7033640004,네패스,28.24,531194.0,0.49
KYG875721634,Tencent Holdings Ltd,8.0,363148.0,0.34
KRD010010001,원화예금,2667176.0,2667176.0,2.46
