티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,17.57,13975642.0,11.83
US5949181045,Microsoft Corp,15.81,8358848.0,7.08
US0231351067,Amazon.com Inc,22.7,4684908.0,3.97
US5738741041,Marvell Technology Inc,47.09,4402193.0,3.73
US0079031078,Advanced Micro Devices Inc,19.32,4332533.0,3.67
US30303M1027,Meta Platforms Inc,8.15,4148883.0,3.51
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.28,4111483.0,3.48
US02079K3059,Alphabet Inc,18.89,3677185.0,3.11
US4581401001,Intel Corp,56.41,3626968.0,3.07
US7475251036,QUALCOMM Inc,17.1,3485610.0,2.95
US79466L3024,Salesforce Inc,9.21,3442256.0,2.91
US11135F1012,Broadcom Inc,2.08,3385022.0,2.87
US00724F1012,Adobe Inc,3.93,3162969.0,2.68
KR7005930003,삼성전자,39.82,2994464.0,2.54
US8334451098,Snowflake Inc,10.89,2890786.0,2.45
NL0012866412,BE Semiconductor Industries NV,11.22,2385860.0,2.02
US81762P1021,ServiceNow Inc,2.36,2367827.0,2.0
US22788C1053,Crowdstrike Holdings Inc,5.61,2234088.0,1.89
US60937P1066,MongoDB Inc,4.03,2221554.0,1.88
US8835561023,Thermo Fisher Scientific Inc,2.99,2206291.0,1.87
US0378331005,Apple Inc,8.44,2182017.0,1.85
US1273871087,Cadence Design Systems Inc,5.53,2180624.0,1.85
US98980G1022,Zscaler Inc,5.84,1875512.0,1.59
US8716071076,Synopsys Inc,2.51,1813013.0,1.53
US90353T1007,Uber Technologies Inc,20.38,1754126.0,1.49
IL0011762130,Monday.com Ltd,6.42,1737253.0,1.47
JP3122400009,Advantest Corp,31.23,1691023.0,1.43
JP3548600000,Disco Corp,4.46,1654704.0,1.4
HK0992009065,Lenovo Group Ltd,981.73,1643623.0,1.39
JP3148800000,Ibiden Co Ltd,20.82,1502567.0,1.27
US23804L1035,Datadog Inc,8.04,1425616.0,1.21
US37637K1088,Gitlab Inc,14.59,1367443.0,1.16
JP3970300004,Recruit Holdings Co Ltd,22.3,1238711.0,1.05
US0404132054,Arista Networks Inc,3.42,1215756.0,1.03
US0420682058,ARM Holdings PLC,11.74,1207088.0,1.02
US88160R1014,Tesla Inc,4.23,1177690.0,1.0
US91332U1016,Unity Software Inc,24.3,1108783.0,0.94
US83304A1060,Snap Inc,47.07,1042495.0,0.88
DE000SHL1006,Siemens Healthineers AG,13.57,1013305.0,0.86
US60741F1049,Mobileye Global Inc,25.37,977301.0,0.83
US20717M1036,Confluent Inc,28.77,859306.0,0.73
US88339J1051,Trade Desk Inc/The,8.72,806814.0,0.68
JP3519400000,Chugai Pharmaceutical Co Ltd,15.61,789399.0,0.67
KRD010010001,원화예금,3755197.0,3755197.0,3.18
