티커,구성종목명,계약수,평가금액,비중
US0079031078,Advanced Micro Devices Inc,92.85,77053363.0,17.55
US80004C2008,Sandisk Corp/DE,20.31,56915017.0,12.96
US0420682058,ARM Holdings PLC,65.46,41239519.0,9.39
IE00BKVD2N49,Seagate Technology Holdings PLC,14.14,20348522.0,4.63
US5951121038,Micron Technology Inc,11.83,19543477.0,4.45
KR7005930003,삼성전자,52.02,18284736.0,4.16
KR7000660001,SK하이닉스,7.53,17301848.0,3.94
JP3914400001,Murata Manufacturing Co Ltd,136.89,13648131.0,3.11
US4592001014,International Business Machines Corp,22.87,10691250.0,2.43
DE000623100B,Infineon Technologies AG,61.25,9574173.0,2.18
US60937P1066,MongoDB Inc,16.94,9544574.0,2.17
US00971T1016,Akamai Technologies Inc,38.27,9387319.0,2.14
US68389X1054,Oracle Corp,26.41,9306391.0,2.12
US8334451098,Snowflake Inc,24.41,9008629.0,2.05
US81762P1021,ServiceNow Inc,45.97,8290496.0,1.89
US4581401001,Intel Corp,47.34,8161565.0,1.86
US0326541051,Analog Devices Inc,12.13,8120196.0,1.85
US5738741041,Marvell Technology Inc,12.9,5953477.0,1.36
US5128073062,Lam Research Corp,8.98,4721522.0,1.08
US4824801009,KLA Corp,1.42,4628078.0,1.05
US8807701029,Teradyne Inc,7.26,4550986.0,1.04
US0382221051,Applied Materials Inc,5.86,4488158.0,1.02
KYG017191142,Alibaba Group Holding Ltd,178.64,4414952.0,1.01
US1717793095,Ciena Corp,4.59,4358423.0,0.99
US19247G1076,Coherent Corp,6.77,4322509.0,0.98
US92537N1081,Vertiv Holdings Co,8.36,4240647.0,0.97
US21873S1087,CoreWeave Inc,24.86,4218430.0,0.96
US55024U1097,Lumentum Holdings Inc,2.86,4105207.0,0.93
US55405Y1001,MACOM Technology Solutions Holdings Inc,6.71,4009295.0,0.91
US6833441057,Onto Innovation Inc,9.18,3931079.0,0.9
US0937121079,Bloom Energy Corp,9.02,3964946.0,0.9
IL0010823792,Tower Semiconductor Ltd,9.58,3927109.0,0.89
US36828A1016,GE Vernova Inc,2.64,3867215.0,0.88
US2193501051,Corning Inc,12.12,3722646.0,0.85
KYG393871085,GLOBALFOUNDRIES Inc,22.22,2923386.0,0.67
KYG070341048,Baidu Inc,90.35,2343963.0,0.53
HK0000218211,Hua Hong Semiconductor Ltd,34.22,1013461.0,0.23
KRD010010001,원화예금,13038611.0,13038611.0,2.97
