티커,구성종목명,계약수,평가금액,비중
US0079031078,Advanced Micro Devices Inc,95.87,74892979.0,18.41
US80004C2008,Sandisk Corp/DE,20.98,51922778.0,12.76
US0420682058,ARM Holdings PLC,64.95,32834189.0,8.07
KR7000660001,SK하이닉스,9.89,23082685.0,5.67
IE00BKVD2N49,Seagate Technology Holdings PLC,14.6,19390289.0,4.77
KR7005930003,삼성전자,53.71,17026148.0,4.19
US4581401001,Intel Corp,91.27,16637991.0,4.09
JP3914400001,Murata Manufacturing Co Ltd,134.28,10855116.0,2.67
DE000623100B,Infineon Technologies AG,63.24,8899899.0,2.19
US0326541051,Analog Devices Inc,12.52,7912326.0,1.94
US5951121038,Micron Technology Inc,5.63,7833854.0,1.93
US8334451098,Snowflake Inc,20.45,7376932.0,1.81
US72703X1063,Planet Labs PBC,84.59,6555971.0,1.61
US60937P1066,MongoDB Inc,12.78,6274882.0,1.54
US31816X1063,Firefly Aerospace Inc,82.01,6105017.0,1.5
US7731211089,Rocket Lab Corp,26.87,5997606.0,1.47
US19247G1076,Coherent Corp,9.82,5579587.0,1.37
US81762P1021,ServiceNow Inc,34.05,5582545.0,1.37
IL0010823792,Tower Semiconductor Ltd,13.14,5457793.0,1.34
US4592001014,International Business Machines Corp,12.38,4933054.0,1.21
US5128073062,Lam Research Corp,9.27,4446077.0,1.09
US55405Y1001,MACOM Technology Solutions Holdings Inc,7.41,4371880.0,1.07
US8807701029,Teradyne Inc,7.5,4326464.0,1.06
US4824801009,KLA Corp,1.47,4272707.0,1.05
US92537N1081,Vertiv Holdings Co,8.64,4091342.0,1.01
US5738741041,Marvell Technology Inc,13.32,4114537.0,1.01
US0382221051,Applied Materials Inc,6.05,4101979.0,1.01
US55024U1097,Lumentum Holdings Inc,3.15,4090367.0,1.01
US1717793095,Ciena Corp,4.74,4077092.0,1.0
US36828A1016,GE Vernova Inc,2.72,4086355.0,1.0
US0937121079,Bloom Energy Corp,9.31,4073282.0,1.0
US68389X1054,Oracle Corp,13.06,4011521.0,0.99
US6833441057,Onto Innovation Inc,9.48,3698502.0,0.91
HK0000218211,Hua Hong Semiconductor Ltd,108.58,3552525.0,0.87
US2193501051,Corning Inc,12.52,3453142.0,0.85
US00971T1016,Akamai Technologies Inc,15.91,3433383.0,0.84
KYG017191142,Alibaba Group Holding Ltd,137.58,3225004.0,0.79
US76655K1034,Rigetti Computing Inc,77.51,3159002.0,0.78
CNE1000004L9,Weichai Power Co Ltd,382.66,3103508.0,0.76
KYG393871085,GLOBALFOUNDRIES Inc,22.95,2789941.0,0.69
US21873S1087,CoreWeave Inc,17.53,2824118.0,0.69
KYG070341048,Baidu Inc,110.61,2673719.0,0.66
