티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,22.7,20391500.0,8.12
US67066G1040,NVIDIA Corp,72.89,19811694.0,7.89
US0937121079,Bloom Energy Corp,64.52,14841043.0,5.91
US11135F1012,Broadcom Inc,28.79,13911444.0,5.54
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,22.0,11471691.0,4.57
US36828A1016,GE Vernova Inc,8.53,10301215.0,4.1
IE00BKVD2N49,Seagate Technology Holdings PLC,17.03,10074589.0,4.01
US5128073062,Lam Research Corp,28.62,9827247.0,3.91
CNE1000004L9,Weichai Power Co Ltd,1492.38,8597493.0,3.42
USN070592100,ASML Holding NV,4.07,8593871.0,3.42
US0382221051,Applied Materials Inc,13.78,7369882.0,2.94
US88160R1014,Tesla Inc,10.69,6367700.0,2.54
US7731211089,Rocket Lab Corp,55.42,6139451.0,2.45
US4824801009,KLA Corp,2.89,6137475.0,2.44
DE000ENER6YA,Siemens Energy AG,21.35,5962184.0,2.37
US92537N1081,Vertiv Holdings Co,16.37,5756785.0,2.29
CA13321L108A,Cameco Corp,30.15,5191182.0,2.07
US19247G1076,Coherent Corp,15.48,5207159.0,2.07
US02079K3059,Alphabet Inc,11.19,4900444.0,1.95
CNE100006CQ4,UBTech Robotics Corp Ltd,191.32,4887559.0,1.95
JP3811000003,Fujikura Ltd,22.58,4830040.0,1.92
KYG254571055,Credo Technology Group Holding Ltd,19.48,3682880.0,1.47
JP3914400001,Murata Manufacturing Co Ltd,107.97,3688943.0,1.47
US55024U1097,Lumentum Holdings Inc,4.01,3685854.0,1.47
HK0000218211,Hua Hong Semiconductor Ltd,188.5,3486094.0,1.39
US69608A1088,Palantir Technologies Inc,15.55,3035078.0,1.21
US8334451098,Snowflake Inc,11.62,3011247.0,1.2
KYG017191142,Alibaba Group Holding Ltd,96.09,2751841.0,1.1
KYG070341048,Baidu Inc,108.27,2757934.0,1.1
US1717793095,Ciena Corp,5.83,2685006.0,1.07
US02156V1098,Oklo Inc,26.14,2557721.0,1.02
US0231351067,Amazon.com Inc,8.48,2513855.0,1.0
CA15101Q2071,Celestica Inc,5.97,2516136.0,1.0
US5949181045,Microsoft Corp,4.28,2469175.0,0.98
US30303M1027,Meta Platforms Inc,2.59,2415773.0,0.96
US0079031078,Advanced Micro Devices Inc,8.14,2395914.0,0.95
US4581401001,Intel Corp,35.86,2314500.0,0.92
CNE100000MLA,NAURA Technology Group Co Ltd,22.53,2296361.0,0.91
KYG6181S1093,Minimax Group Inc,14.12,2214185.0,0.88
KR7034020008,두산에너빌리티,15.57,1611298.0,0.64
US46222L1089,IonQ Inc,30.9,1494479.0,0.6
US25402D1028,DigitalOcean Holdings Inc,12.53,1235474.0,0.49
KRD010010001,원화예금,5689882.0,5689882.0,2.27
