티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,73.43,14622068.0,8.23
US69608A1088,Palantir Technologies Inc,47.81,9087837.0,5.12
US67079K1007,NuScale Power Corp,173.72,8945710.0,5.04
US11135F1012,Broadcom Inc,23.05,7976075.0,4.49
US92537N1081,Vertiv Holdings Co,48.27,7921620.0,4.46
US36828A1016,GE Vernova Inc,11.63,7841061.0,4.42
US21873S1087,CoreWeave Inc,27.79,7063017.0,3.98
US92840M1027,Vistra Corp,23.74,6082562.0,3.43
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,20.87,6052779.0,3.41
DE000ENER6YA,Siemens Energy AG,42.98,5985066.0,3.37
US88160R1014,Tesla Inc,13.18,5876749.0,3.31
US30303M1027,Meta Platforms Inc,6.1,5758457.0,3.24
US21037T1097,Constellation Energy Corp,12.7,5361984.0,3.02
US7707001027,Robinhood Markets Inc,41.04,4459197.0,2.51
US1725731079,Circle Internet Group Inc,12.97,4313772.0,2.43
US02079K3059,Alphabet Inc,18.55,4278603.0,2.41
US02156V1098,Oklo Inc,50.65,4062913.0,2.29
US0231351067,Amazon.com Inc,13.91,4037957.0,2.27
US8334451098,Snowflake Inc,13.18,3867060.0,2.18
US5738741041,Marvell Technology Inc,36.57,3721441.0,2.1
US5949181045,Microsoft Corp,5.49,3629767.0,2.04
CA13321L108A,Cameco Corp,38.18,3608355.0,2.03
US23804L1035,Datadog Inc,19.86,3505856.0,1.97
CA15101Q2071,Celestica Inc,16.21,3034748.0,1.71
US19260Q1076,Coinbase Global Inc,6.7,2860258.0,1.61
US7710491033,ROBLOX Corp,20.18,2851863.0,1.61
US0420682058,ARM Holdings PLC,13.12,2634230.0,1.48
JP3900000005,Mitsubishi Heavy Industries Ltd,80.52,2611463.0,1.47
JP3811000003,Fujikura Ltd,40.26,2596325.0,1.46
KYG017191142,Alibaba Group Holding Ltd,116.16,2288174.0,1.29
KYG875721634,Tencent Holdings Ltd,25.54,2276367.0,1.28
US6974351057,Palo Alto Networks Inc,7.1,1957026.0,1.1
USN070592100,ASML Holding NV,1.87,1957503.0,1.1
US37954Y8710,Global X Uranium ETF,35.82,1823423.0,1.03
US19247G1076,Coherent Corp,15.78,1773754.0,1.0
KYG9830T1067,Xiaomi Corp,170.63,1626422.0,0.92
US03831W1080,AppLovin Corp,3.25,1460574.0,0.82
US79466L3024,Salesforce Inc,3.74,1348748.0,0.76
KR7034020008,두산에너빌리티,15.86,1087933.0,0.61
US22788C1053,Crowdstrike Holdings Inc,1.45,952751.0,0.54
US26441C2044,Duke Energy Corp,5.18,828026.0,0.47
KRD010010001,원화예금,3549261.0,3549261.0,2.0
