티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,23.31,14411118.0,14.53
US5949181045,Microsoft Corp,19.25,9142914.0,9.22
US30303M1027,Meta Platforms Inc,8.87,3744029.0,3.77
US0231351067,Amazon.com Inc,19.51,3612121.0,3.64
US60937P1066,MongoDB Inc,7.18,3453868.0,3.48
US02079K3059,Alphabet Inc,18.72,3210480.0,3.24
US00724F1012,Adobe Inc,4.23,3218048.0,3.24
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,25.62,3090930.0,3.12
US79466L3024,Salesforce Inc,11.12,3075137.0,3.1
US8716071076,Synopsys Inc,4.61,3066608.0,3.09
US81762P1021,ServiceNow Inc,3.74,3052213.0,3.08
US11135F1012,Broadcom Inc,2.37,2844249.0,2.87
US0378331005,Apple Inc,11.83,2841536.0,2.86
US68389X1054,Oracle Corp,16.06,2372361.0,2.39
US88160R1014,Tesla Inc,8.05,2225838.0,2.24
US0079031078,Advanced Micro Devices Inc,13.54,2023466.0,2.04
US7475251036,QUALCOMM Inc,12.71,2010057.0,2.03
KYG875721634,Tencent Holdings Ltd,37.39,1934167.0,1.95
KYG070341048,Baidu Inc,12.83,1776630.0,1.79
US0404132054,Arista Networks Inc,5.98,1666551.0,1.68
US90353T1007,Uber Technologies Inc,22.88,1507925.0,1.52
JP3122400009,Advantest Corp,40.33,1494872.0,1.51
US4581401001,Intel Corp,29.75,1480807.0,1.49
KR7000660001,SK하이닉스,10.97,1431585.0,1.44
US8334451098,Snowflake Inc,6.19,1274407.0,1.28
US46266C1053,IQVIA Holdings Inc,4.99,1261008.0,1.27
JP3548600000,Disco Corp,4.97,1220698.0,1.23
US22788C1053,Crowdstrike Holdings Inc,4.76,1195677.0,1.21
NL0012866412,BE Semiconductor Industries NV,6.6,1032835.0,1.04
US5738741041,Marvell Technology Inc,14.89,1029179.0,1.04
US88339J1051,Trade Desk Inc/The,9.78,989182.0,1.0
US69608A1088,Palantir Technologies Inc,40.82,982044.0,0.99
HK0992009065,Lenovo Group Ltd,603.55,924022.0,0.93
JP3236200006,Keyence Corp,1.66,868143.0,0.88
DE000SHL1006,Siemens Healthineers AG,12.3,828506.0,0.84
US64110L1061,Netflix Inc,1.46,836588.0,0.84
JP3970300004,Recruit Holdings Co Ltd,18.78,772718.0,0.78
US91332U1016,Unity Software Inc,22.95,762766.0,0.77
JP3148800000,Ibiden Co Ltd,12.15,757703.0,0.76
US23804L1035,Datadog Inc,5.49,724585.0,0.73
NL0015000IY2,Universal Music Group NV,19.77,660698.0,0.67
US37637K1088,Gitlab Inc,10.29,586302.0,0.59
US81730H1095,SentinelOne Inc,22.91,461267.0,0.46
US0420682058,ARM Holdings PLC,6.2,421107.0,0.42
CNE1000031P3,Foxconn Industrial Internet Co Ltd,139.78,393492.0,0.4
US80810D1037,Schrodinger Inc/United States,2.48,86736.0,0.09
KRD010010001,원화예금,2444031.0,2444031.0,2.46
