티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.19,24050330.0,17.86
US11135F1012,Broadcom Inc,3.58,6376927.0,4.74
US92537N1081,Vertiv Holdings Co,45.64,6037361.0,4.48
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.38,5707012.0,4.24
US0231351067,Amazon.com Inc,21.97,5638289.0,4.19
US5949181045,Microsoft Corp,9.82,5524188.0,4.1
US30303M1027,Meta Platforms Inc,7.11,4501854.0,3.34
US02079K3059,Alphabet Inc,18.46,4219507.0,3.13
JP3811000003,Fujikura Ltd,163.96,4015708.0,2.98
US5951121038,Micron Technology Inc,22.53,3680886.0,2.73
US0404132054,Arista Networks Inc,9.09,3445964.0,2.56
CA878742204B,Teck Resources Ltd,47.6,3230010.0,2.4
US21037T1097,Constellation Energy Corp,11.71,3150053.0,2.34
US79466L3024,Salesforce Inc,7.81,2929136.0,2.18
JP3236200006,Keyence Corp,4.4,2691111.0,2.0
US8334451098,Snowflake Inc,12.0,2671712.0,1.98
US5738741041,Marvell Technology Inc,27.7,2630551.0,1.95
JP3571400005,Tokyo Electron Ltd,8.46,2609480.0,1.94
US86800U1043,Super Micro Computer Inc,2.3,2602891.0,1.93
JP3788600009,Hitachi Ltd,20.16,2568067.0,1.91
JP3733000008,NEC Corp,25.03,2463462.0,1.83
TW0002382009,Quanta Computer Inc,216.69,2383277.0,1.77
US92840M1027,Vistra Corp,20.83,2357699.0,1.75
JP3933800009,LY Corp,703.48,2317686.0,1.72
NL0013056914,Elastic NV,15.2,2218636.0,1.65
TW0003017000,Asia Vital Components Co Ltd,78.79,2189770.0,1.63
US0079031078,Advanced Micro Devices Inc,9.84,2085619.0,1.55
KYG0535Q1331,ASMPT Ltd,114.7,2084826.0,1.55
US9581021055,Western Digital Corp,20.0,1974865.0,1.47
US1273871087,Cadence Design Systems Inc,4.9,1899432.0,1.41
US22788C1053,Crowdstrike Holdings Inc,4.29,1856235.0,1.38
US0420682058,ARM Holdings PLC,11.79,1715019.0,1.27
TW0002449006,King Yuan Electronics Co Ltd,428.74,1565858.0,1.16
JP3750400008,Micronics Japan Co Ltd,22.94,1477820.0,1.1
KYG532631028,Kuaishou Technology,135.81,1463381.0,1.09
TW0001519007,Fortune Electric Co Ltd,42.87,1434470.0,1.07
US23804L1035,Datadog Inc,7.51,1296690.0,0.96
US88160R1014,Tesla Inc,4.86,1222391.0,0.91
KRD010010001,원화예금,2365047.0,2365047.0,1.76
