티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.9,12117438.0,11.65
US5949181045,Microsoft Corp,16.94,8211791.0,7.89
US00724F1012,Adobe Inc,4.96,3945946.0,3.79
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.42,3557804.0,3.42
US0079031078,Advanced Micro Devices Inc,19.55,3279589.0,3.15
US30303M1027,Meta Platforms Inc,7.52,3209444.0,3.08
US02079K3059,Alphabet Inc,17.65,3158293.0,3.04
US60937P1066,MongoDB Inc,5.87,2947472.0,2.83
US8334451098,Snowflake Inc,12.04,2947111.0,2.83
US11135F1012,Broadcom Inc,2.41,2904554.0,2.79
US0378331005,Apple Inc,11.39,2891602.0,2.78
US8716071076,Synopsys Inc,4.11,2868891.0,2.76
US81762P1021,ServiceNow Inc,3.13,2812806.0,2.7
US0231351067,Amazon.com Inc,14.44,2771653.0,2.66
US7475251036,QUALCOMM Inc,14.47,2513815.0,2.42
US68389X1054,Oracle Corp,17.08,2519274.0,2.42
US90353T1007,Uber Technologies Inc,29.23,2329299.0,2.24
US88160R1014,Tesla Inc,6.54,2073715.0,1.99
KR7005930003,삼성전자,28.29,2053854.0,1.97
US79466L3024,Salesforce Inc,6.21,2019474.0,1.94
KYG070341048,Baidu Inc,13.24,2003229.0,1.93
US4581401001,Intel Corp,35.28,1943279.0,1.87
KYG875721634,Tencent Holdings Ltd,35.37,1821702.0,1.75
JP3148800000,Ibiden Co Ltd,26.43,1571188.0,1.51
US22788C1053,Crowdstrike Holdings Inc,4.98,1562993.0,1.5
US0404132054,Arista Networks Inc,5.33,1499547.0,1.44
US8835561023,Thermo Fisher Scientific Inc,2.22,1433431.0,1.38
US46266C1053,IQVIA Holdings Inc,4.77,1340126.0,1.29
JP3970300004,Recruit Holdings Co Ltd,27.75,1337356.0,1.29
NL0012866412,BE Semiconductor Industries NV,7.29,1346847.0,1.29
JP3236200006,Keyence Corp,2.2,1216987.0,1.17
US91332U1016,Unity Software Inc,28.85,1202667.0,1.16
JP3548600000,Disco Corp,4.41,1192736.0,1.15
US5738741041,Marvell Technology Inc,17.34,1182620.0,1.14
US69608A1088,Palantir Technologies Inc,47.06,1058995.0,1.02
JP3122400009,Advantest Corp,25.55,979500.0,0.94
HK0992009065,Lenovo Group Ltd,579.15,924513.0,0.89
US37637K1088,Gitlab Inc,11.26,869189.0,0.84
US88339J1051,Trade Desk Inc/The,9.35,840393.0,0.81
US23804L1035,Datadog Inc,5.39,810019.0,0.78
US20717M1036,Confluent Inc,27.04,814138.0,0.78
DE000SHL1006,Siemens Healthineers AG,9.99,734329.0,0.71
US0420682058,ARM Holdings PLC,8.98,732737.0,0.7
KR7033640004,네패스,28.99,478335.0,0.46
KRD010010001,원화예금,4009174.0,4009174.0,3.85
