티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.46,23512025.0,17.73
US11135F1012,Broadcom Inc,3.51,6502756.0,4.9
US92537N1081,Vertiv Holdings Co,46.28,5958301.0,4.49
US0231351067,Amazon.com Inc,22.98,5684385.0,4.29
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.79,5673563.0,4.28
US5949181045,Microsoft Corp,9.18,5135458.0,3.87
US5951121038,Micron Technology Inc,27.25,4308473.0,3.25
JP3811000003,Fujikura Ltd,166.27,3934396.0,2.97
US02079K3059,Alphabet Inc,14.75,3492920.0,2.63
CA878742204B,Teck Resources Ltd,48.27,3348829.0,2.53
US30303M1027,Meta Platforms Inc,5.48,3346856.0,2.52
US21037T1097,Constellation Energy Corp,11.88,3081536.0,2.32
US79466L3024,Salesforce Inc,7.92,2992729.0,2.26
US0079031078,Advanced Micro Devices Inc,12.99,2815834.0,2.12
US86800U1043,Super Micro Computer Inc,2.34,2759579.0,2.08
US0404132054,Arista Networks Inc,7.49,2729192.0,2.06
JP3236200006,Keyence Corp,4.47,2724038.0,2.05
US8334451098,Snowflake Inc,12.17,2650041.0,2.0
JP3571400005,Tokyo Electron Ltd,8.81,2643784.0,1.99
JP3733000008,NEC Corp,25.38,2434599.0,1.84
JP3788600009,Hitachi Ltd,20.45,2414548.0,1.82
TW0002382009,Quanta Computer Inc,219.74,2388386.0,1.8
JP3933800009,LY Corp,713.4,2368253.0,1.79
NL0013056914,Elastic NV,15.42,2280850.0,1.72
TW0003017000,Asia Vital Components Co Ltd,79.91,2165358.0,1.63
KYG0535Q1331,ASMPT Ltd,116.31,2085445.0,1.57
US5738741041,Marvell Technology Inc,20.93,2006555.0,1.51
US9581021055,Western Digital Corp,20.28,1992966.0,1.5
US1273871087,Cadence Design Systems Inc,4.97,1931140.0,1.46
US22788C1053,Crowdstrike Holdings Inc,4.35,1823406.0,1.38
US92840M1027,Vistra Corp,17.88,1790413.0,1.35
TW0002449006,King Yuan Electronics Co Ltd,434.78,1752632.0,1.32
US0420682058,ARM Holdings PLC,11.95,1678023.0,1.27
TW0001519007,Fortune Electric Co Ltd,43.48,1567275.0,1.18
JP3122400009,Advantest Corp,31.14,1470659.0,1.11
JP3750400008,Micronics Japan Co Ltd,23.27,1398773.0,1.05
KYG532631028,Kuaishou Technology,137.72,1369101.0,1.03
US88160R1014,Tesla Inc,4.93,1143155.0,0.86
KRD010010001,원화예금,3237913.0,3237913.0,2.44
