티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,18.34,27194869.0,8.95
US0079031078,Advanced Micro Devices Inc,39.08,18680221.0,6.15
US0937121079,Bloom Energy Corp,41.07,13751893.0,4.53
IE00BKVD2N49,Seagate Technology Holdings PLC,15.0,12848890.0,4.23
KR7000660001,SK하이닉스,9.37,12113072.0,3.99
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,19.1,11082878.0,3.65
US67066G1040,NVIDIA Corp,35.15,11081681.0,3.65
DE000ENER6YA,Siemens Energy AG,31.73,9498076.0,3.13
US0326541051,Analog Devices Inc,16.37,9278582.0,3.05
US36828A1016,GE Vernova Inc,5.74,9239773.0,3.04
DE000623100B,Infineon Technologies AG,100.47,9180594.0,3.02
US92537N1081,Vertiv Holdings Co,19.93,8990024.0,2.96
US1717793095,Ciena Corp,12.68,8883266.0,2.92
KR7005930003,삼성전자,37.86,8557144.0,2.82
US5738741041,Marvell Technology Inc,33.86,7674382.0,2.53
US11135F1012,Broadcom Inc,12.8,7571151.0,2.49
KR7006400006,삼성SDI,9.46,6738405.0,2.22
KYG254571055,Credo Technology Group Holding Ltd,25.8,6331814.0,2.08
US19247G1076,Coherent Corp,14.08,6330569.0,2.08
JP3914400001,Murata Manufacturing Co Ltd,139.58,6256846.0,2.06
US55024U1097,Lumentum Holdings Inc,4.96,5805431.0,1.91
KR7034020008,두산에너빌리티,44.05,5691837.0,1.87
US4581401001,Intel Corp,37.73,4716059.0,1.55
US1999081045,Comfort Systems USA Inc,1.74,4413275.0,1.45
IE00B8KQN827,Eaton Corp PLC,6.51,3975263.0,1.31
US19260Q1076,Coinbase Global Inc,11.02,3164692.0,1.04
USN070592100,ASML Holding NV,1.55,3167565.0,1.04
US8716071076,Synopsys Inc,4.39,3144388.0,1.04
US4824801009,KLA Corp,1.18,3167038.0,1.04
US49338L1035,Keysight Technologies Inc,6.44,3165834.0,1.04
US5128073062,Lam Research Corp,8.53,3167917.0,1.04
US2193501051,Corning Inc,13.99,3166094.0,1.04
US0382221051,Applied Materials Inc,5.62,3168294.0,1.04
US8807701029,Teradyne Inc,5.64,3168312.0,1.04
US5763231090,MasTec Inc,5.52,3061845.0,1.01
JP3811000003,Fujikura Ltd,52.58,3058610.0,1.01
US68389X1054,Oracle Corp,12.32,3023176.0,1.0
US55405Y1001,MACOM Technology Solutions Holdings Inc,7.62,2992637.0,0.99
IL0010823792,Tower Semiconductor Ltd,10.54,3016440.0,0.99
KR7005380001,현대차,5.08,2826434.0,0.93
US21873S1087,CoreWeave Inc,18.01,2811006.0,0.93
HK0000218211,Hua Hong Semiconductor Ltd,128.99,2758073.0,0.91
KR7440110005,파두,32.68,2663398.0,0.88
US0420682058,ARM Holdings PLC,7.94,2332077.0,0.77
KYG017191142,Alibaba Group Holding Ltd,90.95,2171288.0,0.71
US7707001027,Robinhood Markets Inc,13.04,1582279.0,0.52
KYG070341048,Baidu Inc,65.36,1520861.0,0.5
US72703X1063,Planet Labs PBC,28.74,1488813.0,0.49
US7731211089,Rocket Lab Corp,12.42,1443436.0,0.48
US31816X1063,Firefly Aerospace Inc,25.51,1291008.0,0.43
KRD010010001,원화예금,1328974.0,1328974.0,0.44
