티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,113.96,21373229.0,13.27
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,31.24,8807503.0,5.47
US11135F1012,Broadcom Inc,31.27,7775503.0,4.83
US30303M1027,Meta Platforms Inc,7.91,6247251.0,3.88
US5949181045,Microsoft Corp,9.85,5620193.0,3.49
US0231351067,Amazon.com Inc,21.51,5525866.0,3.43
US92840M1027,Vistra Corp,31.15,5430350.0,3.37
KYG875721634,Tencent Holdings Ltd,74.41,5412839.0,3.36
KYG017191142,Alibaba Group Holding Ltd,310.89,5399050.0,3.35
US02079K3059,Alphabet Inc,23.43,5229211.0,3.25
US92537N1081,Vertiv Holdings Co,32.7,5118096.0,3.18
US21037T1097,Constellation Energy Corp,13.25,4920250.0,3.05
US0404132054,Arista Networks Inc,8.41,4692846.0,2.91
US24703L2025,Dell Technologies Inc,23.57,4171232.0,2.59
US81762P1021,ServiceNow Inc,3.09,3884238.0,2.41
US69608A1088,Palantir Technologies Inc,63.36,3644663.0,2.26
US0420682058,ARM Holdings PLC,16.86,3571054.0,2.22
CA13321L108A,Cameco Corp,44.9,3485280.0,2.16
US22788C1053,Crowdstrike Holdings Inc,7.81,3318550.0,2.06
US0079031078,Advanced Micro Devices Inc,15.22,3257167.0,2.02
JP3900000005,Mitsubishi Heavy Industries Ltd,155.7,3244561.0,2.01
FR0000121972,Schneider Electric SE,8.32,3058638.0,1.9
US88160R1014,Tesla Inc,10.11,3058704.0,1.9
US23804L1035,Datadog Inc,16.81,2906035.0,1.8
JP3788600009,Hitachi Ltd,77.3,2846175.0,1.77
JP3811000003,Fujikura Ltd,59.43,2807332.0,1.74
TW0002382009,Quanta Computer Inc,209.71,2689665.0,1.67
FR0000044448,Nexans SA,12.19,2511771.0,1.56
US36828A1016,GE Vernova Inc,6.66,2479637.0,1.54
JP3850200001,Hokkaido Electric Power Co Inc,255.48,2456610.0,1.52
US00724F1012,Adobe Inc,3.48,2365362.0,1.47
JP3733000008,NEC Corp,18.53,2330089.0,1.45
US7475251036,QUALCOMM Inc,9.8,2297302.0,1.43
US02156V1098,Oklo Inc,105.24,2267462.0,1.41
US5951121038,Micron Technology Inc,12.29,1886462.0,1.17
US91332U1016,Unity Software Inc,28.07,817782.0,0.51
US75629V1044,Recursion Pharmaceuticals Inc,85.08,763269.0,0.47
KRD010010001,원화예금,3444606.0,3444606.0,2.14
