티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,15.81,23849179.0,16.84
US5949181045,Microsoft Corp,10.19,5823409.0,4.11
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.32,5678365.0,4.01
US11135F1012,Broadcom Inc,3.07,5614677.0,3.96
US92537N1081,Vertiv Holdings Co,39.78,5369080.0,3.79
US0231351067,Amazon.com Inc,21.21,5149015.0,3.64
JP3788600009,Hitachi Ltd,30.39,4292423.0,3.03
US7475251036,QUALCOMM Inc,15.1,4239130.0,2.99
JP3811000003,Fujikura Ltd,149.03,4203708.0,2.97
US30303M1027,Meta Platforms Inc,5.98,3841967.0,2.71
US0378331005,Apple Inc,13.73,3631932.0,2.56
US5951121038,Micron Technology Inc,20.95,3603736.0,2.54
KYG875721634,Tencent Holdings Ltd,55.6,3520877.0,2.49
US02079K3059,Alphabet Inc,14.82,3517173.0,2.48
US0404132054,Arista Networks Inc,8.45,3461264.0,2.44
US92840M1027,Vistra Corp,22.55,3074057.0,2.17
JP3733000008,NEC Corp,27.8,2827665.0,2.0
JP3236200006,Keyence Corp,4.42,2732481.0,1.93
US0079031078,Advanced Micro Devices Inc,11.76,2700120.0,1.91
US21037T1097,Constellation Energy Corp,8.98,2683532.0,1.9
US22788C1053,Crowdstrike Holdings Inc,6.19,2669850.0,1.89
TW0002382009,Quanta Computer Inc,225.43,2624526.0,1.85
US5738741041,Marvell Technology Inc,25.76,2439273.0,1.72
TW0003017000,Asia Vital Components Co Ltd,73.28,2394274.0,1.69
US0420682058,ARM Holdings PLC,14.26,2364400.0,1.67
US79466L3024,Salesforce Inc,7.27,2344158.0,1.66
US86800U1043,Super Micro Computer Inc,2.14,2313850.0,1.63
US9581021055,Western Digital Corp,21.86,2265277.0,1.6
CA878742204B,Teck Resources Ltd,26.93,1928808.0,1.36
US1273871087,Cadence Design Systems Inc,4.55,1794188.0,1.27
KYG0535Q1331,ASMPT Ltd,106.66,1750466.0,1.24
US24703L2025,Dell Technologies Inc,9.02,1732161.0,1.22
KYG017191142,Alibaba Group Holding Ltd,128.99,1700262.0,1.2
US8334451098,Snowflake Inc,8.65,1621552.0,1.15
NL0013056914,Elastic NV,10.56,1512064.0,1.07
US23804L1035,Datadog Inc,9.21,1396917.0,0.99
US88160R1014,Tesla Inc,4.52,1108561.0,0.78
JP3750400008,Micronics Japan Co Ltd,21.34,1077100.0,0.76
TW0001519007,Fortune Electric Co Ltd,24.58,745696.0,0.53
HK0992009065,Lenovo Group Ltd,362.39,715582.0,0.51
KRD010010001,원화예금,5293341.0,5293341.0,3.74
