티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,103.41,17406613.0,12.34
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.78,6700499.0,4.75
US11135F1012,Broadcom Inc,29.91,6354135.0,4.51
US5949181045,Microsoft Corp,10.33,5683076.0,4.03
KYG875721634,Tencent Holdings Ltd,79.03,5152539.0,3.65
KYG017191142,Alibaba Group Holding Ltd,355.38,5052402.0,3.58
US0378331005,Apple Inc,16.47,4981045.0,3.53
US02079K3059,Alphabet Inc,21.78,4817703.0,3.42
US0231351067,Amazon.com Inc,20.0,4671810.0,3.31
US30303M1027,Meta Platforms Inc,6.73,4666494.0,3.31
US88160R1014,Tesla Inc,15.18,4307361.0,3.05
US00724F1012,Adobe Inc,4.9,3650964.0,2.59
US92537N1081,Vertiv Holdings Co,34.21,3554344.0,2.52
US5324571083,Eli Lilly & Co,2.78,3520769.0,2.5
JP3811000003,Fujikura Ltd,97.15,3438446.0,2.44
US0404132054,Arista Networks Inc,6.88,3156759.0,2.24
US7475251036,QUALCOMM Inc,13.67,3083769.0,2.19
US24703L2025,Dell Technologies Inc,20.56,3055986.0,2.17
US81762P1021,ServiceNow Inc,2.73,3010237.0,2.13
US3364331070,First Solar Inc,9.4,2917090.0,2.07
JP3236200006,Keyence Corp,4.49,2888669.0,2.05
US92840M1027,Vistra Corp,25.47,2877932.0,2.04
FR0000121972,Schneider Electric SE,8.46,2841789.0,2.02
US21037T1097,Constellation Energy Corp,10.92,2831966.0,2.01
JP3788600009,Hitachi Ltd,89.4,2824535.0,2.0
US69608A1088,Palantir Technologies Inc,66.73,2739934.0,1.94
US23804L1035,Datadog Inc,15.63,2428124.0,1.72
US0420682058,ARM Holdings PLC,13.76,2360998.0,1.67
NL0013056914,Elastic NV,15.94,2280515.0,1.62
TW0002382009,Quanta Computer Inc,194.96,2234144.0,1.58
DE000623100B,Infineon Technologies AG,44.65,2132678.0,1.51
JP3293330001,Kokusai Electric Corp,57.7,2123359.0,1.51
US0079031078,Advanced Micro Devices Inc,10.48,2092013.0,1.48
US5951121038,Micron Technology Inc,14.85,1955279.0,1.39
US22788C1053,Crowdstrike Holdings Inc,4.07,1439299.0,1.02
US86800U1043,Super Micro Computer Inc,1.34,999794.0,0.71
US75629V1044,Recursion Pharmaceuticals Inc,79.09,830599.0,0.59
KRD010010001,원화예금,3949294.0,3949294.0,2.8
