티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,71.73,13957467.0,8.2
US69608A1088,Palantir Technologies Inc,50.45,9089447.0,5.34
US67079K1007,NuScale Power Corp,169.69,8158392.0,4.79
US11135F1012,Broadcom Inc,24.36,8118804.0,4.77
US36828A1016,GE Vernova Inc,11.36,7440800.0,4.37
US92537N1081,Vertiv Holdings Co,47.16,7205496.0,4.23
US30303M1027,Meta Platforms Inc,7.53,7128394.0,4.19
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,22.64,6393891.0,3.76
US88160R1014,Tesla Inc,14.99,6309022.0,3.71
DE000ENER6YA,Siemens Energy AG,45.16,6052588.0,3.56
US21873S1087,CoreWeave Inc,27.15,6004056.0,3.53
KYG017191142,Alibaba Group Holding Ltd,280.7,5821180.0,3.42
US7707001027,Robinhood Markets Inc,53.53,5360704.0,3.15
US92840M1027,Vistra Corp,23.19,5358132.0,3.15
KYG875721634,Tencent Holdings Ltd,57.39,5168041.0,3.04
US02079K3059,Alphabet Inc,21.43,5147268.0,3.02
US21037T1097,Constellation Energy Corp,12.41,5073004.0,2.98
US0231351067,Amazon.com Inc,16.46,4872784.0,2.86
US03831W1080,AppLovin Corp,7.3,3822186.0,2.25
US8334451098,Snowflake Inc,12.87,3702848.0,2.17
US02156V1098,Oklo Inc,49.47,3662357.0,2.15
US5949181045,Microsoft Corp,5.37,3460388.0,2.03
CA13321L108A,Cameco Corp,37.3,3404608.0,2.0
US5738741041,Marvell Technology Inc,35.72,3369698.0,1.98
JP3811000003,Fujikura Ltd,39.33,2625694.0,1.54
JP3900000005,Mitsubishi Heavy Industries Ltd,78.65,2576671.0,1.51
US0420682058,ARM Holdings PLC,12.82,2423579.0,1.42
USN070592100,ASML Holding NV,2.23,2339175.0,1.37
US23804L1035,Datadog Inc,12.87,2127930.0,1.25
CA15101Q2071,Celestica Inc,11.38,1903629.0,1.12
US6974351057,Palo Alto Networks Inc,6.93,1856537.0,1.09
KYG9830T1067,Xiaomi Corp,166.68,1568925.0,0.92
US7710491033,ROBLOX Corp,10.69,1362242.0,0.8
US79466L3024,Salesforce Inc,3.65,1356347.0,0.8
US22788C1053,Crowdstrike Holdings Inc,1.41,894290.0,0.53
US26441C2044,Duke Energy Corp,5.06,797635.0,0.47
KRD010010001,원화예금,4332675.0,4332675.0,2.54
