티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,20.44,21517484.0,16.86
US5949181045,Microsoft Corp,17.89,9704175.0,7.6
US0079031078,Advanced Micro Devices Inc,25.89,6065232.0,4.75
US30303M1027,Meta Platforms Inc,8.54,5475813.0,4.29
US0231351067,Amazon.com Inc,21.63,5030394.0,3.94
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.79,4832176.0,3.79
US11135F1012,Broadcom Inc,2.17,3781120.0,2.96
US8334451098,Snowflake Inc,12.12,3725298.0,2.92
US79466L3024,Salesforce Inc,9.0,3598371.0,2.82
US86800U1043,Super Micro Computer Inc,2.82,3289272.0,2.58
US1273871087,Cadence Design Systems Inc,8.04,3249859.0,2.55
US5738741041,Marvell Technology Inc,33.82,3088889.0,2.42
US92537N1081,Vertiv Holdings Co,34.53,3047569.0,2.39
KYG0535Q1331,ASMPT Ltd,180.55,2805995.0,2.2
JP3571400005,Tokyo Electron Ltd,8.47,2696925.0,2.11
US8835561023,Thermo Fisher Scientific Inc,3.28,2459973.0,1.93
TW0002449006,King Yuan Electronics Co Ltd,636.16,2398157.0,1.88
US60937P1066,MongoDB Inc,3.98,2388058.0,1.87
US00724F1012,Adobe Inc,3.16,2357356.0,1.85
TW0006669005,Wiwynn Corp,25.17,2353556.0,1.84
US0404132054,Arista Networks Inc,6.33,2306322.0,1.81
US88160R1014,Tesla Inc,8.67,2301030.0,1.8
JP3519400000,Chugai Pharmaceutical Co Ltd,42.79,2273815.0,1.78
US98138H1014,Workday Inc,5.54,2265286.0,1.77
IL0011762130,Monday.com Ltd,7.73,2222344.0,1.74
NL0013056914,Elastic NV,12.55,2183219.0,1.71
US5951121038,Micron Technology Inc,17.58,2093272.0,1.64
US90353T1007,Uber Technologies Inc,19.59,2043181.0,1.6
JP3122400009,Advantest Corp,30.21,1889092.0,1.48
US37637K1088,Gitlab Inc,18.97,1795461.0,1.41
US68389X1054,Oracle Corp,11.9,1757642.0,1.38
JP3548600000,Disco Corp,4.12,1710865.0,1.34
US0420682058,ARM Holdings PLC,7.32,1424414.0,1.12
NL0012866412,BE Semiconductor Industries NV,5.09,1200983.0,0.94
TW0002454006,MediaTek Inc,25.17,1182078.0,0.93
US22788C1053,Crowdstrike Holdings Inc,2.73,1166504.0,0.91
US98980G1022,Zscaler Inc,3.53,1135610.0,0.89
US91332U1016,Unity Software Inc,23.86,1049273.0,0.82
KRD010010001,원화예금,1784481.0,1784481.0,1.4
