티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,66.97,11630715.0,7.3
US0231351067,Amazon.com Inc,28.1,7992252.0,5.02
KYG017191142,Alibaba Group Holding Ltd,312.41,7916301.0,4.97
US30303M1027,Meta Platforms Inc,8.95,7863808.0,4.94
KYG875721634,Tencent Holdings Ltd,76.26,7480430.0,4.7
US02079K3059,Alphabet Inc,28.66,6841392.0,4.3
DE000ENER6YA,Siemens Energy AG,54.97,5302262.0,3.33
US11135F1012,Broadcom Inc,18.4,5200690.0,3.27
US36828A1016,GE Vernova Inc,10.52,5071621.0,3.19
US37954Y6326,Global X Artificial Intelligence & Technology ETF,90.09,5013324.0,3.15
US69608A1088,Palantir Technologies Inc,38.35,4866580.0,3.06
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,18.05,4622627.0,2.9
US26441C2044,Duke Energy Corp,26.27,4611139.0,2.9
US25746U1097,Dominion Energy Inc,55.05,4376116.0,2.75
US5949181045,Microsoft Corp,7.54,4256790.0,2.67
JP3933800009,LY Corp,783.11,4002494.0,2.51
US21037T1097,Constellation Energy Corp,12.48,3963845.0,2.49
DE000723610A,Siemens AG,10.53,3910295.0,2.46
US6701002056,Novo Nordisk A/S,31.98,3723563.0,2.34
US92537N1081,Vertiv Holdings Co,24.52,3173999.0,1.99
US64110L1061,Netflix Inc,2.23,3072786.0,1.93
FR0000044448,Nexans SA,19.4,3002383.0,1.89
JP3924800000,DMG Mori Co Ltd,88.05,2886799.0,1.81
US03831W1080,AppLovin Corp,6.43,2865772.0,1.8
US79466L3024,Salesforce Inc,6.96,2841004.0,1.78
US8334451098,Snowflake Inc,11.67,2651159.0,1.66
US36165L1089,GDS Holdings Ltd,50.94,2623563.0,1.65
KYG7611S1075,RoboSense Technology Co Ltd,314.73,2622121.0,1.65
US92840M1027,Vistra Corp,14.11,2588778.0,1.63
US0937121079,Bloom Energy Corp,72.58,2551015.0,1.6
US4581401001,Intel Corp,64.33,2401143.0,1.51
US7739031091,Rockwell Automation Inc,6.23,2373242.0,1.49
US0420682058,ARM Holdings PLC,13.06,2303634.0,1.45
US23804L1035,Datadog Inc,11.52,1740897.0,1.09
US5738741041,Marvell Technology Inc,16.41,1678866.0,1.05
KYG4602S1057,Horizon Robotics Inc,1199.01,1623405.0,1.02
TW0002454006,MediaTek Inc,25.11,1575530.0,0.99
US88160R1014,Tesla Inc,3.54,1222817.0,0.77
KYG596691041,Meituan,28.44,931264.0,0.58
KRD010010001,원화예금,3856958.0,3856958.0,2.42
