티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,111.62,18491448.0,13.06
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.78,6634924.0,4.69
US11135F1012,Broadcom Inc,29.91,6500284.0,4.59
US5949181045,Microsoft Corp,10.33,5744859.0,4.06
US0378331005,Apple Inc,16.47,4951792.0,3.5
US30303M1027,Meta Platforms Inc,6.73,4791209.0,3.38
US02079K3059,Alphabet Inc,21.78,4777108.0,3.37
KYG875721634,Tencent Holdings Ltd,73.61,4774581.0,3.37
US0231351067,Amazon.com Inc,20.0,4716056.0,3.33
KYG017191142,Alibaba Group Holding Ltd,310.68,4355305.0,3.08
US88160R1014,Tesla Inc,15.18,4280785.0,3.02
US00724F1012,Adobe Inc,4.9,3659231.0,2.58
JP3811000003,Fujikura Ltd,97.15,3618296.0,2.56
US5324571083,Eli Lilly & Co,2.78,3554963.0,2.51
US92537N1081,Vertiv Holdings Co,34.21,3516549.0,2.48
US0404132054,Arista Networks Inc,6.88,3244164.0,2.29
US7475251036,QUALCOMM Inc,13.67,3092873.0,2.18
US81762P1021,ServiceNow Inc,2.73,3002531.0,2.12
US24703L2025,Dell Technologies Inc,20.56,2999848.0,2.12
JP3236200006,Keyence Corp,4.49,2906984.0,2.05
JP3788600009,Hitachi Ltd,89.4,2887203.0,2.04
US3364331070,First Solar Inc,9.4,2746324.0,1.94
US21037T1097,Constellation Energy Corp,10.11,2639256.0,1.86
US92840M1027,Vistra Corp,22.66,2527150.0,1.79
US69608A1088,Palantir Technologies Inc,58.79,2512230.0,1.77
US23804L1035,Datadog Inc,15.63,2418921.0,1.71
US0420682058,ARM Holdings PLC,13.76,2389942.0,1.69
JP3293330001,Kokusai Electric Corp,57.7,2269463.0,1.6
TW0002382009,Quanta Computer Inc,194.96,2253031.0,1.59
NL0013056914,Elastic NV,15.94,2253325.0,1.59
FR0000121972,Schneider Electric SE,6.7,2253159.0,1.59
JP3122400009,Advantest Corp,35.07,2131736.0,1.51
US0079031078,Advanced Micro Devices Inc,10.48,2128263.0,1.5
US5951121038,Micron Technology Inc,14.85,2073117.0,1.46
US22788C1053,Crowdstrike Holdings Inc,4.07,1457372.0,1.03
DE000623100B,Infineon Technologies AG,27.78,1328865.0,0.94
US86800U1043,Super Micro Computer Inc,1.34,1081294.0,0.76
US75629V1044,Recursion Pharmaceuticals Inc,79.09,778287.0,0.55
KRD010010001,원화예금,3827279.0,3827279.0,2.7
