티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,18.34,22262165.0,16.53
US11135F1012,Broadcom Inc,3.55,6340292.0,4.71
US5949181045,Microsoft Corp,10.43,5884094.0,4.37
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.14,5692797.0,4.23
US0231351067,Amazon.com Inc,21.79,5649671.0,4.19
US92537N1081,Vertiv Holdings Co,40.79,5465475.0,4.06
US30303M1027,Meta Platforms Inc,7.05,4585849.0,3.4
US02079K3059,Alphabet Inc,18.31,4256761.0,3.16
JP3811000003,Fujikura Ltd,162.64,3991446.0,2.96
US0404132054,Arista Networks Inc,9.01,3651067.0,2.71
US5951121038,Micron Technology Inc,22.35,3601817.0,2.67
US21037T1097,Constellation Energy Corp,11.62,3432594.0,2.55
CA878742204B,Teck Resources Ltd,47.22,3315245.0,2.46
JP3788600009,Hitachi Ltd,26.44,3290978.0,2.44
US92840M1027,Vistra Corp,24.05,3065481.0,2.28
US79466L3024,Salesforce Inc,7.75,2917782.0,2.17
TW0002382009,Quanta Computer Inc,240.46,2784141.0,2.07
US7475251036,QUALCOMM Inc,11.0,2716964.0,2.02
JP3236200006,Keyence Corp,4.37,2673532.0,1.98
JP3571400005,Tokyo Electron Ltd,8.39,2596387.0,1.93
US5738741041,Marvell Technology Inc,27.48,2544285.0,1.89
US8334451098,Snowflake Inc,11.9,2538604.0,1.88
US86800U1043,Super Micro Computer Inc,2.29,2501269.0,1.86
JP3733000008,NEC Corp,26.44,2510344.0,1.86
US9581021055,Western Digital Corp,23.32,2300147.0,1.71
NL0013056914,Elastic NV,15.08,2166274.0,1.61
TW0003017000,Asia Vital Components Co Ltd,78.16,2156125.0,1.6
US0079031078,Advanced Micro Devices Inc,9.76,2035721.0,1.51
KYG0535Q1331,ASMPT Ltd,113.77,2012232.0,1.49
JP3933800009,LY Corp,612.07,1950419.0,1.45
US1273871087,Cadence Design Systems Inc,4.86,1895829.0,1.41
US22788C1053,Crowdstrike Holdings Inc,4.26,1852887.0,1.38
US0420682058,ARM Holdings PLC,11.69,1657001.0,1.23
JP3750400008,Micronics Japan Co Ltd,22.76,1568057.0,1.16
TW0001519007,Fortune Electric Co Ltd,42.53,1497874.0,1.11
KYG875721634,Tencent Holdings Ltd,21.26,1376988.0,1.02
US23804L1035,Datadog Inc,7.45,1180713.0,0.88
US88160R1014,Tesla Inc,4.83,1135255.0,0.84
KRD010010001,원화예금,1661199.0,1661199.0,1.23
