티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,74.62,10778794.0,7.82
US0231351067,Amazon.com Inc,27.26,6698044.0,4.86
KYG875721634,Tencent Holdings Ltd,75.13,6309668.0,4.58
US69608A1088,Palantir Technologies Inc,45.93,6130720.0,4.45
US02079K3059,Alphabet Inc,28.19,6065964.0,4.4
US30303M1027,Meta Platforms Inc,8.16,5823809.0,4.23
US36828A1016,GE Vernova Inc,11.62,5352033.0,3.88
US11135F1012,Broadcom Inc,21.32,5188347.0,3.76
DE000ENER6YA,Siemens Energy AG,49.53,5114984.0,3.71
US37954Y6326,Global X Artificial Intelligence & Technology ETF,88.76,4282601.0,3.11
KYG017191142,Alibaba Group Holding Ltd,213.5,4255275.0,3.09
JP3933800009,LY Corp,771.51,4149557.0,3.01
US64110L1061,Netflix Inc,2.94,4072701.0,2.96
US21037T1097,Constellation Energy Corp,13.6,4001758.0,2.9
US26441C2044,Duke Energy Corp,22.66,3928061.0,2.85
US5949181045,Microsoft Corp,7.43,3887198.0,2.82
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,17.79,3841186.0,2.79
US92840M1027,Vistra Corp,19.07,3132621.0,2.27
KR7005930003,삼성전자,52.0,2875366.0,2.09
US6974351057,Palo Alto Networks Inc,11.85,2827721.0,2.05
US7739031091,Rockwell Automation Inc,7.96,2632356.0,1.91
US92537N1081,Vertiv Holdings Co,24.16,2517549.0,1.83
US79466L3024,Salesforce Inc,6.84,2407386.0,1.75
US88160R1014,Tesla Inc,6.99,2400917.0,1.74
US22788C1053,Crowdstrike Holdings Inc,4.39,2345089.0,1.7
TW0002454006,MediaTek Inc,39.17,2290966.0,1.66
US0527691069,Autodesk Inc,6.1,2252804.0,1.63
CNE100000296,BYD Co Ltd,31.94,2143442.0,1.56
KYG9830T1067,Xiaomi Corp,274.63,2112411.0,1.53
DE000723610A,Siemens AG,6.86,2077016.0,1.51
US25746U1097,Dominion Energy Inc,27.04,2046157.0,1.48
US8334451098,Snowflake Inc,9.37,1913309.0,1.39
US5738741041,Marvell Technology Inc,25.76,1895659.0,1.38
US03831W1080,AppLovin Corp,5.46,1850714.0,1.34
US0420682058,ARM Holdings PLC,12.87,1845193.0,1.34
KYG596691041,Meituan,73.12,1830020.0,1.33
US4581401001,Intel Corp,41.69,1123134.0,0.81
KRD010010001,원화예금,3420350.0,3420350.0,2.48
