티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,18.74,22454123.0,16.57
US5949181045,Microsoft Corp,13.92,7883350.0,5.82
US92537N1081,Vertiv Holdings Co,51.67,5941128.0,4.38
US30303M1027,Meta Platforms Inc,8.45,5769204.0,4.26
US0231351067,Amazon.com Inc,22.96,5642956.0,4.16
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.29,5602585.0,4.13
US11135F1012,Broadcom Inc,2.96,5441662.0,4.01
US5951121038,Micron Technology Inc,26.96,4649152.0,3.43
US0079031078,Advanced Micro Devices Inc,15.25,3714087.0,2.74
US02079K3059,Alphabet Inc,17.19,3586940.0,2.65
US21037T1097,Constellation Energy Corp,13.27,3400505.0,2.51
JP3571400005,Tokyo Electron Ltd,8.92,3140393.0,2.32
US9581021055,Western Digital Corp,30.85,2976677.0,2.2
US5738741041,Marvell Technology Inc,29.73,2924894.0,2.16
US86800U1043,Super Micro Computer Inc,2.13,2917481.0,2.15
JP3548600000,Disco Corp,5.64,2817362.0,2.08
US79466L3024,Salesforce Inc,6.67,2737845.0,2.02
US0404132054,Arista Networks Inc,6.36,2559731.0,1.89
TW0002449006,King Yuan Electronics Co Ltd,564.3,2527739.0,1.86
US0420682058,ARM Holdings PLC,14.83,2503056.0,1.85
TW0006669005,Wiwynn Corp,23.62,2444116.0,1.8
JP3733000008,NEC Corp,24.8,2395806.0,1.77
US1273871087,Cadence Design Systems Inc,5.31,2222038.0,1.64
JP3811000003,Fujikura Ltd,100.39,1996085.0,1.47
US68389X1054,Oracle Corp,11.69,1988026.0,1.47
US8334451098,Snowflake Inc,9.26,1909302.0,1.41
TW0002454006,MediaTek Inc,38.06,1856822.0,1.37
US22788C1053,Crowdstrike Holdings Inc,4.26,1837659.0,1.36
JP3750400008,Micronics Japan Co Ltd,25.98,1823278.0,1.35
IL0011762130,Monday.com Ltd,6.2,1799169.0,1.33
KYG0535Q1331,ASMPT Ltd,94.94,1676244.0,1.24
US37637K1088,Gitlab Inc,20.47,1558157.0,1.15
JP3933800009,LY Corp,457.48,1540023.0,1.14
NL0013056914,Elastic NV,11.34,1491087.0,1.1
KR7042700005,한미반도체,10.65,1462911.0,1.08
KR7095340006,ISC,14.88,1465478.0,1.08
US19247G1076,Coherent Corp,15.86,1269797.0,0.94
US98980G1022,Zscaler Inc,4.54,1138294.0,0.84
US88160R1014,Tesla Inc,3.57,809365.0,0.6
KRD010010001,원화예금,3676917.0,3676917.0,2.71
