티커,구성종목명,계약수,평가금액,비중
US0079031078,Advanced Micro Devices Inc,77.84,63871453.0,13.9
US80004C2008,Sandisk Corp,17.62,58798005.0,12.8
US5951121038,Micron Technology Inc,26.6,46056107.0,10.03
KR7000660001,SK하이닉스,8.31,22978621.0,5.0
US4581401001,Intel Corp,108.12,22121151.0,4.82
JP3914400001,Murata Manufacturing Co Ltd,198.93,22112591.0,4.81
US0420682058,ARM Holdings PLC,32.77,21988621.0,4.79
JP3236330001,Kioxia Holdings Corp,23.75,21783396.0,4.74
KR7005930003,삼성전자,59.38,21021377.0,4.58
IE00BKVD2N49,Seagate Technology Holdings PLC,12.55,20515355.0,4.47
US84615Q1031,Space Exploration Technologies Corp,60.69,17145970.0,3.73
US0937121079,Bloom Energy Corp,30.63,15383507.0,3.35
US36828A1016,GE Vernova Inc,8.33,14107897.0,3.07
US92537N1081,Vertiv Holdings Co,27.48,13976541.0,3.04
KR7267260008,HD현대일렉트릭,10.69,11522565.0,2.51
US5738741041,Marvell Technology Inc,22.11,10484880.0,2.28
DE000623100B,Infineon Technologies AG,57.35,8211521.0,1.79
US0326541051,Analog Devices Inc,10.52,6980884.0,1.52
US4824801009,KLA Corp,12.35,4895511.0,1.07
US0382221051,Applied Materials Inc,5.08,4789975.0,1.04
KYG393871085,GLOBALFOUNDRIES Inc,36.09,4729609.0,1.03
US5128073062,Lam Research Corp,7.79,4628337.0,1.01
US8807701029,Teradyne Inc,6.3,4213151.0,0.92
US6833441057,Onto Innovation Inc,7.96,4058448.0,0.88
US00971T1016,Akamai Technologies Inc,21.03,4011831.0,0.87
US21873S1087,CoreWeave Inc,21.57,3884550.0,0.85
US68389X1054,Oracle Corp,7.94,2234241.0,0.49
IL0010823792,Tower Semiconductor Ltd,4.94,2163259.0,0.47
US4592001014,International Business Machines Corp,5.55,2111943.0,0.46
US2193501051,Corning Inc,6.47,1926548.0,0.42
US19247G1076,Coherent Corp,3.17,1886356.0,0.41
US55024U1097,Lumentum Holdings Inc,1.37,1780442.0,0.39
