티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,18.89,12986737.0,11.86
US5949181045,Microsoft Corp,16.09,7932042.0,7.24
US5738741041,Marvell Technology Inc,48.01,4049620.0,3.7
US0231351067,Amazon.com Inc,18.91,3709591.0,3.39
US30303M1027,Meta Platforms Inc,7.8,3680733.0,3.36
US0079031078,Advanced Micro Devices Inc,18.57,3571550.0,3.26
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,26.04,3502827.0,3.2
US02079K3059,Alphabet Inc,18.02,3291745.0,3.01
US7475251036,QUALCOMM Inc,17.44,3190155.0,2.91
US11135F1012,Broadcom Inc,2.13,3012203.0,2.75
US4581401001,Intel Corp,46.47,2962261.0,2.7
US8334451098,Snowflake Inc,11.1,2867548.0,2.62
KR7005930003,삼성전자,37.88,2829636.0,2.58
US79466L3024,Salesforce Inc,8.01,2749245.0,2.51
US60937P1066,MongoDB Inc,5.05,2514529.0,2.3
US00724F1012,Adobe Inc,3.24,2474808.0,2.26
US88160R1014,Tesla Inc,7.01,2217684.0,2.02
US8835561023,Thermo Fisher Scientific Inc,3.05,2172495.0,1.98
US0378331005,Apple Inc,8.59,2097173.0,1.91
KYG070341048,Baidu Inc,13.03,2021227.0,1.85
US81762P1021,ServiceNow Inc,2.15,1969548.0,1.8
US22788C1053,Crowdstrike Holdings Inc,5.72,1966342.0,1.8
NL0012866412,BE Semiconductor Industries NV,10.56,1966723.0,1.8
HK0992009065,Lenovo Group Ltd,1018.82,1743558.0,1.59
JP3148800000,Ibiden Co Ltd,25.1,1720890.0,1.57
US8716071076,Synopsys Inc,2.53,1664293.0,1.52
IL0011762130,Monday.com Ltd,6.53,1593469.0,1.45
JP3970300004,Recruit Holdings Co Ltd,29.29,1557591.0,1.42
US98980G1022,Zscaler Inc,4.98,1429031.0,1.3
US90353T1007,Uber Technologies Inc,16.63,1291144.0,1.18
US23804L1035,Datadog Inc,8.18,1283419.0,1.17
US91332U1016,Unity Software Inc,24.73,1268302.0,1.16
JP3548600000,Disco Corp,4.18,1257756.0,1.15
US37637K1088,Gitlab Inc,14.9,1169374.0,1.07
US0420682058,ARM Holdings PLC,11.98,1148110.0,1.05
US0404132054,Arista Networks Inc,3.49,1128892.0,1.03
US83304A1060,Snap Inc,47.91,1091139.0,1.0
US1273871087,Cadence Design Systems Inc,3.18,1095812.0,1.0
US60741F1049,Mobileye Global Inc,26.34,1089223.0,0.99
DE000SHL1006,Siemens Healthineers AG,14.07,1067232.0,0.97
JP3122400009,Advantest Corp,24.27,1034416.0,0.94
US20717M1036,Confluent Inc,31.72,942771.0,0.86
US88339J1051,Trade Desk Inc/The,8.88,806038.0,0.74
KR7033640004,네패스,27.54,586602.0,0.54
KRD010010001,원화예금,3823119.0,3823119.0,3.49
