티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,71.19,11531352.0,7.57
KYG017191142,Alibaba Group Holding Ltd,308.43,7559707.0,4.97
US0231351067,Amazon.com Inc,25.83,7427442.0,4.88
KYG875721634,Tencent Holdings Ltd,75.29,7154681.0,4.7
US30303M1027,Meta Platforms Inc,8.18,7004349.0,4.6
US02079K3059,Alphabet Inc,25.51,5877479.0,3.86
US69608A1088,Palantir Technologies Inc,44.23,5674641.0,3.73
US64110L1061,Netflix Inc,3.87,5305349.0,3.48
US36828A1016,GE Vernova Inc,10.38,5038032.0,3.31
US25746U1097,Dominion Energy Inc,60.24,4969185.0,3.26
US26441C2044,Duke Energy Corp,27.8,4908943.0,3.22
US37954Y6326,Global X Artificial Intelligence & Technology ETF,88.95,4826649.0,3.17
US11135F1012,Broadcom Inc,19.11,4824318.0,3.17
US21037T1097,Constellation Energy Corp,14.8,4655825.0,3.06
US03831W1080,AppLovin Corp,10.64,4533987.0,2.98
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,17.82,4455155.0,2.93
US5949181045,Microsoft Corp,7.44,4171810.0,2.74
US92840M1027,Vistra Corp,21.43,3998120.0,2.63
JP3933800009,LY Corp,773.14,3983810.0,2.62
US7739031091,Rockwell Automation Inc,7.98,3053339.0,2.01
US92537N1081,Vertiv Holdings Co,24.21,2738871.0,1.8
US79466L3024,Salesforce Inc,6.86,2730733.0,1.79
US8334451098,Snowflake Inc,11.34,2561035.0,1.68
US0527691069,Autodesk Inc,6.11,2402763.0,1.58
US22788C1053,Crowdstrike Holdings Inc,4.4,2395582.0,1.57
US6974351057,Palo Alto Networks Inc,8.87,2253279.0,1.48
US0420682058,ARM Holdings PLC,12.9,2046081.0,1.34
US5738741041,Marvell Technology Inc,21.36,1981686.0,1.3
US0937121079,Bloom Energy Corp,63.98,1982257.0,1.3
US23804L1035,Datadog Inc,10.96,1635494.0,1.07
TW0002454006,MediaTek Inc,24.79,1571384.0,1.03
DE000ENER6YA,Siemens Energy AG,16.71,1518593.0,1.0
FR0000044448,Nexans SA,10.03,1493831.0,0.98
US88160R1014,Tesla Inc,3.49,1448166.0,0.95
DE000723610A,Siemens AG,4.13,1429770.0,0.94
US4581401001,Intel Corp,41.77,1346983.0,0.88
US36165L1089,GDS Holdings Ltd,34.44,1328696.0,0.87
KYG7611S1075,RoboSense Technology Co Ltd,175.51,1282228.0,0.84
JP3924800000,DMG Mori Co Ltd,39.58,1109484.0,0.73
KYG596691041,Meituan,28.08,835357.0,0.55
KRD010010001,원화예금,5190937.0,5190937.0,3.41
