티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,21.55,29320315.0,9.9
IE00BKVD2N49,Seagate Technology Holdings PLC,15.05,12175350.0,4.11
US0937121079,Bloom Energy Corp,39.35,12082996.0,4.08
KR7000660001,SK하이닉스,10.17,11857871.0,4.01
US5738741041,Marvell Technology Inc,54.42,11229772.0,3.79
US19247G1076,Coherent Corp,21.94,11180674.0,3.78
US1717793095,Ciena Corp,14.71,11022527.0,3.72
US19260Q1076,Coinbase Global Inc,35.08,10693202.0,3.61
KYG254571055,Credo Technology Group Holding Ltd,43.26,10269376.0,3.47
US92537N1081,Vertiv Holdings Co,20.12,9136265.0,3.09
US36828A1016,GE Vernova Inc,5.96,8825000.0,2.98
US55024U1097,Lumentum Holdings Inc,6.44,8503398.0,2.87
US0079031078,Advanced Micro Devices Inc,18.66,7673641.0,2.59
US11135F1012,Broadcom Inc,12.29,7378823.0,2.49
KR7005930003,삼성전자,33.83,7256442.0,2.45
US68389X1054,Oracle Corp,24.24,6268144.0,2.12
US4581401001,Intel Corp,58.97,5966639.0,2.02
US67066G1040,NVIDIA Corp,20.07,5980132.0,2.02
US21873S1087,CoreWeave Inc,34.09,5883602.0,1.99
IL0010823792,Tower Semiconductor Ltd,17.48,5847259.0,1.98
JP3914400001,Murata Manufacturing Co Ltd,136.34,5832912.0,1.97
KR7034020008,두산에너빌리티,44.18,4904292.0,1.66
KR7006400006,삼성SDI,9.01,4847877.0,1.64
DE000623100B,Infineon Technologies AG,56.8,4825913.0,1.63
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,7.79,4261226.0,1.44
US1999081045,Comfort Systems USA Inc,1.74,4243990.0,1.43
US55405Y1001,MACOM Technology Solutions Holdings Inc,9.64,3945385.0,1.33
IE00B8KQN827,Eaton Corp PLC,6.53,3915862.0,1.32
US0326541051,Analog Devices Inc,7.0,3840542.0,1.3
US49338L1035,Keysight Technologies Inc,7.72,3812966.0,1.29
US2193501051,Corning Inc,14.76,3583085.0,1.21
US31816X1063,Firefly Aerospace Inc,53.25,3438948.0,1.16
US7731211089,Rocket Lab Corp,25.59,3205108.0,1.08
US5763231090,MasTec Inc,5.54,3032686.0,1.02
USN070592100,ASML Holding NV,1.41,3031233.0,1.02
US4824801009,KLA Corp,1.14,3026011.0,1.02
US5128073062,Lam Research Corp,7.6,3005767.0,1.02
US8807701029,Teradyne Inc,5.36,3012064.0,1.02
KR7005380001,현대차,5.65,2977377.0,1.01
US0382221051,Applied Materials Inc,5.09,2985182.0,1.01
KR7440110005,파두,50.79,2986680.0,1.01
US7707001027,Robinhood Markets Inc,22.14,2968171.0,1.0
US00760J1088,Aehr Test Systems,23.79,2947628.0,1.0
JP3811000003,Fujikura Ltd,52.73,2825748.0,0.95
US72703X1063,Planet Labs PBC,28.82,1638211.0,0.55
US0420682058,ARM Holdings PLC,6.29,1549873.0,0.52
KYG017191142,Alibaba Group Holding Ltd,56.81,1461514.0,0.49
US8716071076,Synopsys Inc,2.09,1388217.0,0.47
KR7347700007,스피어,30.45,1339965.0,0.45
CNE100007DH9,Knowledge Atlas Technology JSC Ltd,7.45,1252124.0,0.42
HK0000218211,Hua Hong Semiconductor Ltd,70.23,1198822.0,0.4
KRD010010001,원화예금,191649.0,191649.0,0.06
