티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,138.83,24693854.0,15.66
US88160R1014,Tesla Inc,25.99,9092195.0,5.77
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,32.99,8463140.0,5.37
US11135F1012,Broadcom Inc,29.64,7037445.0,4.46
US5949181045,Microsoft Corp,10.56,6637844.0,4.21
US0231351067,Amazon.com Inc,23.65,6311532.0,4.0
US30303M1027,Meta Platforms Inc,8.02,5508959.0,3.49
US02079K3059,Alphabet Inc,20.57,5313199.0,3.37
US0378331005,Apple Inc,15.55,5048958.0,3.2
KYG875721634,Tencent Holdings Ltd,69.5,4811944.0,3.05
US0420682058,ARM Holdings PLC,16.03,3942299.0,2.5
US5951121038,Micron Technology Inc,21.65,3923127.0,2.49
US92537N1081,Vertiv Holdings Co,31.92,3884694.0,2.46
US7475251036,QUALCOMM Inc,13.36,3851512.0,2.44
NL0013056914,Elastic NV,22.88,3751950.0,2.38
US23804L1035,Datadog Inc,20.15,3612136.0,2.29
JP3788600009,Hitachi Ltd,106.83,3454149.0,2.19
JP3148800000,Ibiden Co Ltd,57.75,3400658.0,2.16
JP3122400009,Advantest Corp,58.9,3325066.0,2.11
JP3236200006,Keyence Corp,5.1,3309254.0,2.1
JP3811000003,Fujikura Ltd,112.9,3280243.0,2.08
US0404132054,Arista Networks Inc,6.5,3242765.0,2.06
US24703L2025,Dell Technologies Inc,16.61,3156901.0,2.0
US9581021055,Western Digital Corp,27.02,2949047.0,1.87
US0079031078,Advanced Micro Devices Inc,10.88,2708591.0,1.72
US3364331070,First Solar Inc,8.87,2622822.0,1.66
FR0000121972,Schneider Electric SE,7.3,2551062.0,1.62
US86800U1043,Super Micro Computer Inc,1.89,2345202.0,1.49
TW0002382009,Quanta Computer Inc,169.94,2331784.0,1.48
US92840M1027,Vistra Corp,17.2,2052978.0,1.3
HK0992009065,Lenovo Group Ltd,972.79,1891828.0,1.2
US21037T1097,Constellation Energy Corp,5.71,1682644.0,1.07
US22788C1053,Crowdstrike Holdings Inc,2.94,1534158.0,0.97
JP3750400008,Micronics Japan Co Ltd,19.06,1205646.0,0.76
KRD010010001,원화예금,4735236.0,4735236.0,3.0
