티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.04,22304891.0,17.31
US5949181045,Microsoft Corp,15.85,8802762.0,6.83
US30303M1027,Meta Platforms Inc,9.11,5881818.0,4.56
US0231351067,Amazon.com Inc,24.18,5624847.0,4.36
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,28.71,5245036.0,4.07
US0079031078,Advanced Micro Devices Inc,17.23,4390492.0,3.41
US92537N1081,Vertiv Holdings Co,41.82,4136298.0,3.21
US11135F1012,Broadcom Inc,2.33,3839342.0,2.98
US5951121038,Micron Technology Inc,29.34,3648943.0,2.83
US86800U1043,Super Micro Computer Inc,2.46,3506726.0,2.72
US02079K3059,Alphabet Inc,18.27,3440090.0,2.67
US79466L3024,Salesforce Inc,8.18,3211041.0,2.49
US00724F1012,Adobe Inc,4.4,2889893.0,2.24
JP3571400005,Tokyo Electron Ltd,8.98,2842725.0,2.21
US0404132054,Arista Networks Inc,7.16,2652124.0,2.06
US0378331005,Apple Inc,11.3,2601523.0,2.02
US8835561023,Thermo Fisher Scientific Inc,3.25,2532012.0,1.96
IL0011762130,Monday.com Ltd,8.06,2332667.0,1.81
JP3548600000,Disco Corp,5.39,2316785.0,1.8
US68389X1054,Oracle Corp,13.34,2233552.0,1.73
TW0002449006,King Yuan Electronics Co Ltd,482.04,2183665.0,1.69
US1273871087,Cadence Design Systems Inc,5.4,2149358.0,1.67
TW0002454006,MediaTek Inc,43.41,2076252.0,1.61
JP3519400000,Chugai Pharmaceutical Co Ltd,35.33,1889078.0,1.47
US8334451098,Snowflake Inc,9.06,1896719.0,1.47
KYG0535Q1331,ASMPT Ltd,108.3,1841731.0,1.43
TW0006669005,Wiwynn Corp,19.46,1804097.0,1.4
US22788C1053,Crowdstrike Holdings Inc,4.16,1751286.0,1.36
NL0013056914,Elastic NV,12.94,1744446.0,1.35
US37637K1088,Gitlab Inc,24.12,1718459.0,1.33
US90353T1007,Uber Technologies Inc,16.48,1671971.0,1.3
JP3750400008,Micronics Japan Co Ltd,23.2,1563838.0,1.21
JP3733000008,NEC Corp,13.92,1347722.0,1.05
US98980G1022,Zscaler Inc,5.12,1324942.0,1.03
US88160R1014,Tesla Inc,5.67,1236929.0,0.96
US0420682058,ARM Holdings PLC,6.59,1115949.0,0.87
US21037T1097,Constellation Energy Corp,5.03,1110392.0,0.86
TW0003231007,Wistron Corp,179.64,904618.0,0.7
US5738741041,Marvell Technology Inc,8.9,793742.0,0.62
KRD010010001,원화예금,4332026.0,4332026.0,3.36
