티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,74.46,10460605.0,7.61
US0231351067,Amazon.com Inc,27.21,6693254.0,4.87
KYG875721634,Tencent Holdings Ltd,74.98,6319331.0,4.6
US69608A1088,Palantir Technologies Inc,45.83,6119845.0,4.45
US02079K3059,Alphabet Inc,28.14,6054065.0,4.4
US30303M1027,Meta Platforms Inc,8.14,5786609.0,4.21
US26441C2044,Duke Energy Corp,29.62,5155835.0,3.75
US11135F1012,Broadcom Inc,21.27,5124960.0,3.73
DE000ENER6YA,Siemens Energy AG,49.43,5101905.0,3.71
US64110L1061,Netflix Inc,2.93,4336996.0,3.15
US37954Y6326,Global X Artificial Intelligence & Technology ETF,88.57,4291876.0,3.12
KYG017191142,Alibaba Group Holding Ltd,213.05,4290279.0,3.12
JP3933800009,LY Corp,769.88,4264575.0,3.1
US21037T1097,Constellation Energy Corp,13.57,3873884.0,2.82
US5949181045,Microsoft Corp,7.41,3861527.0,2.81
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,17.75,3817233.0,2.78
US36828A1016,GE Vernova Inc,7.78,3602059.0,2.62
US92840M1027,Vistra Corp,19.03,3044657.0,2.21
KR7005930003,삼성전자,51.89,2890049.0,2.1
US6974351057,Palo Alto Networks Inc,11.82,2748210.0,2.0
US7739031091,Rockwell Automation Inc,7.95,2645856.0,1.92
US79466L3024,Salesforce Inc,6.83,2360218.0,1.72
US88160R1014,Tesla Inc,6.97,2357618.0,1.71
US22788C1053,Crowdstrike Holdings Inc,4.38,2291113.0,1.67
US0527691069,Autodesk Inc,6.09,2258224.0,1.64
KYG9830T1067,Xiaomi Corp,274.05,2227533.0,1.62
TW0002454006,MediaTek Inc,39.09,2218903.0,1.61
CNE100000296,BYD Co Ltd,31.87,2192715.0,1.59
DE000723610A,Siemens AG,6.85,2096527.0,1.52
US25746U1097,Dominion Energy Inc,26.98,2046779.0,1.49
US8334451098,Snowflake Inc,9.35,1863132.0,1.36
US03831W1080,AppLovin Corp,5.45,1839357.0,1.34
US5738741041,Marvell Technology Inc,25.71,1848628.0,1.34
US0420682058,ARM Holdings PLC,12.84,1834520.0,1.33
KYG596691041,Meituan,72.96,1739118.0,1.26
US92537N1081,Vertiv Holdings Co,11.99,1223468.0,0.89
US4581401001,Intel Corp,41.6,1152911.0,0.84
KRD010010001,원화예금,5459712.0,5459712.0,3.97
