티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,74.78,11801150.0,8.41
US0231351067,Amazon.com Inc,27.32,7093005.0,5.06
US02079K3059,Alphabet Inc,28.25,6406810.0,4.57
KYG875721634,Tencent Holdings Ltd,75.29,6281837.0,4.48
US30303M1027,Meta Platforms Inc,8.18,6194853.0,4.42
US69608A1088,Palantir Technologies Inc,46.03,6077103.0,4.33
US11135F1012,Broadcom Inc,21.36,5431832.0,3.87
US36828A1016,GE Vernova Inc,11.65,5350917.0,3.81
US64110L1061,Netflix Inc,3.87,5131901.0,3.66
DE000ENER6YA,Siemens Energy AG,49.64,4562637.0,3.25
US37954Y6326,Global X Artificial Intelligence & Technology ETF,88.95,4403553.0,3.14
KYG017191142,Alibaba Group Holding Ltd,213.95,4254173.0,3.03
US5949181045,Microsoft Corp,7.44,4113941.0,2.93
US21037T1097,Constellation Energy Corp,13.63,4016830.0,2.86
JP3933800009,LY Corp,773.14,3976093.0,2.83
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,17.82,3959449.0,2.82
US26441C2044,Duke Energy Corp,22.71,3903631.0,2.78
US92840M1027,Vistra Corp,19.11,3069748.0,2.19
KR7005930003,삼성전자,52.11,2949199.0,2.1
US6974351057,Palo Alto Networks Inc,11.87,2876854.0,2.05
US7739031091,Rockwell Automation Inc,7.98,2654867.0,1.89
US88160R1014,Tesla Inc,7.0,2519345.0,1.8
US79466L3024,Salesforce Inc,6.86,2487457.0,1.77
US92537N1081,Vertiv Holdings Co,24.21,2470183.0,1.76
TW0002454006,MediaTek Inc,39.25,2407963.0,1.72
US22788C1053,Crowdstrike Holdings Inc,4.4,2372742.0,1.69
US0527691069,Autodesk Inc,6.11,2271875.0,1.62
CNE100000296,BYD Co Ltd,32.01,2211608.0,1.58
KYG9830T1067,Xiaomi Corp,275.21,2184842.0,1.56
US25746U1097,Dominion Energy Inc,27.1,2089585.0,1.49
KYG596691041,Meituan,73.27,1964574.0,1.4
US8334451098,Snowflake Inc,9.39,1935324.0,1.38
US0420682058,ARM Holdings PLC,12.9,1931572.0,1.38
US5738741041,Marvell Technology Inc,25.82,1923223.0,1.37
US03831W1080,AppLovin Corp,5.47,1840740.0,1.31
DE000723610A,Siemens AG,4.13,1241059.0,0.88
US4581401001,Intel Corp,41.77,1209432.0,0.86
KRD010010001,원화예금,2710410.0,2710410.0,1.93
