티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,90.1,15088763.0,10.8
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.04,6551173.0,4.69
US11135F1012,Broadcom Inc,29.07,6130944.0,4.39
US5949181045,Microsoft Corp,10.85,5937270.0,4.25
US30303M1027,Meta Platforms Inc,7.35,5063691.0,3.63
KYG875721634,Tencent Holdings Ltd,79.03,5056498.0,3.62
US0378331005,Apple Inc,16.47,4974124.0,3.56
KYG017191142,Alibaba Group Holding Ltd,355.38,4806373.0,3.44
US02079K3059,Alphabet Inc,21.78,4729536.0,3.39
US0231351067,Amazon.com Inc,20.0,4554211.0,3.26
US88160R1014,Tesla Inc,15.18,4163521.0,2.98
US92537N1081,Vertiv Holdings Co,34.21,3672417.0,2.63
US00724F1012,Adobe Inc,4.9,3664189.0,2.62
US7475251036,QUALCOMM Inc,15.61,3575617.0,2.56
JP3811000003,Fujikura Ltd,97.15,3572960.0,2.56
US5324571083,Eli Lilly & Co,2.78,3520689.0,2.52
US0404132054,Arista Networks Inc,6.88,3129595.0,2.24
US24703L2025,Dell Technologies Inc,20.56,3058022.0,2.19
FR0000121972,Schneider Electric SE,8.92,3003576.0,2.15
US81762P1021,ServiceNow Inc,2.73,2965132.0,2.12
JP3236200006,Keyence Corp,4.49,2897304.0,2.07
US69608A1088,Palantir Technologies Inc,71.14,2879527.0,2.06
US3364331070,First Solar Inc,9.4,2864022.0,2.05
JP3788600009,Hitachi Ltd,89.4,2847862.0,2.04
US21037T1097,Constellation Energy Corp,10.92,2820345.0,2.02
US92840M1027,Vistra Corp,25.47,2801860.0,2.01
US23804L1035,Datadog Inc,15.63,2362969.0,1.69
US0420682058,ARM Holdings PLC,13.76,2299219.0,1.65
US0079031078,Advanced Micro Devices Inc,11.7,2283445.0,1.63
TW0002382009,Quanta Computer Inc,194.96,2266923.0,1.62
NL0013056914,Elastic NV,15.94,2188849.0,1.57
DE000623100B,Infineon Technologies AG,44.65,2142800.0,1.53
US22788C1053,Crowdstrike Holdings Inc,6.04,2129186.0,1.52
JP3293330001,Kokusai Electric Corp,57.7,2119903.0,1.52
US5951121038,Micron Technology Inc,14.85,1878317.0,1.34
US75629V1044,Recursion Pharmaceuticals Inc,79.09,777140.0,0.56
KRD010010001,원화예금,4883407.0,4883407.0,3.5
