티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,98.0,15511631.0,10.86
US11135F1012,Broadcom Inc,31.96,6701022.0,4.69
US0231351067,Amazon.com Inc,26.43,6620226.0,4.63
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,27.93,6183490.0,4.33
US5949181045,Microsoft Corp,10.03,5959630.0,4.17
US88160R1014,Tesla Inc,16.92,5063251.0,3.54
US02079K3059,Alphabet Inc,21.16,5060280.0,3.54
US0378331005,Apple Inc,16.0,4844245.0,3.39
KYG875721634,Tencent Holdings Ltd,71.5,4608883.0,3.23
US30303M1027,Meta Platforms Inc,6.53,4175927.0,2.92
US7170811035,Pfizer Inc,72.9,3027891.0,2.12
US0404132054,Arista Networks Inc,6.68,3017185.0,2.11
US66987V1098,Novartis AG,19.58,2965244.0,2.08
NL0013056914,Elastic NV,19.31,2953494.0,2.07
US46266C1053,IQVIA Holdings Inc,8.91,2947404.0,2.06
US0420682058,ARM Holdings PLC,13.37,2919874.0,2.04
DE000623100B,Infineon Technologies AG,58.21,2847808.0,1.99
US7475251036,QUALCOMM Inc,11.27,2826458.0,1.98
US23804L1035,Datadog Inc,17.33,2816202.0,1.97
US3364331070,First Solar Inc,9.13,2799142.0,1.96
JP3122400009,Advantest Corp,49.5,2729178.0,1.91
JP3236200006,Keyence Corp,4.36,2727435.0,1.91
US92537N1081,Vertiv Holdings Co,24.91,2712262.0,1.9
US5951121038,Micron Technology Inc,17.74,2710744.0,1.9
JP3148800000,Ibiden Co Ltd,46.34,2671409.0,1.87
JP3788600009,Hitachi Ltd,86.83,2677556.0,1.87
JP3811000003,Fujikura Ltd,96.14,2646106.0,1.85
US9581021055,Western Digital Corp,22.35,2229349.0,1.56
FR0000121972,Schneider Electric SE,6.5,2207459.0,1.55
US68389X1054,Oracle Corp,11.5,2209945.0,1.55
US4592001014,International Business Machines Corp,8.67,2211174.0,1.55
TW0002382009,Quanta Computer Inc,174.82,2196822.0,1.54
US00724F1012,Adobe Inc,3.0,2207108.0,1.54
US81762P1021,ServiceNow Inc,2.18,2205548.0,1.54
US69608A1088,Palantir Technologies Inc,56.62,2086678.0,1.46
US24703L2025,Dell Technologies Inc,12.31,1979848.0,1.39
US92840M1027,Vistra Corp,17.69,1779079.0,1.25
KYG6427A1022,NetEase Inc,66.36,1752507.0,1.23
US21037T1097,Constellation Energy Corp,5.87,1424114.0,1.0
US86800U1043,Super Micro Computer Inc,1.3,1278605.0,0.89
KRD010010001,원화예금,4369007.0,4369007.0,3.06
