티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,77.07,13313721.0,8.37
US0231351067,Amazon.com Inc,27.78,8001410.0,5.03
US30303M1027,Meta Platforms Inc,8.85,7741650.0,4.86
KYG017191142,Alibaba Group Holding Ltd,308.87,7622071.0,4.79
KYG875721634,Tencent Holdings Ltd,75.4,7281840.0,4.58
US02079K3059,Alphabet Inc,28.34,6820348.0,4.29
US69608A1088,Palantir Technologies Inc,49.26,6576839.0,4.13
US11135F1012,Broadcom Inc,21.09,5932570.0,3.73
US64110L1061,Netflix Inc,3.87,5456131.0,3.43
US36828A1016,GE Vernova Inc,10.4,5094415.0,3.2
US37954Y6326,Global X Artificial Intelligence & Technology ETF,89.07,4946909.0,3.11
US21037T1097,Constellation Energy Corp,14.82,4839079.0,3.04
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,17.85,4629674.0,2.91
US03831W1080,AppLovin Corp,9.88,4553566.0,2.86
US5949181045,Microsoft Corp,7.45,4279459.0,2.69
US92840M1027,Vistra Corp,21.46,4112453.0,2.58
JP3933800009,LY Corp,774.24,3959033.0,2.49
US79466L3024,Salesforce Inc,8.49,3494885.0,2.2
US8334451098,Snowflake Inc,14.49,3367756.0,2.12
US0937121079,Bloom Energy Corp,91.39,3212635.0,2.02
US92537N1081,Vertiv Holdings Co,24.25,3154011.0,1.98
US7739031091,Rockwell Automation Inc,7.99,3034845.0,1.91
US5738741041,Marvell Technology Inc,29.29,3026227.0,1.9
US23804L1035,Datadog Inc,15.76,2429566.0,1.53
US4581401001,Intel Corp,63.6,2264647.0,1.42
US0420682058,ARM Holdings PLC,12.92,2257149.0,1.42
US25746U1097,Dominion Energy Inc,24.07,1927065.0,1.21
US26441C2044,Duke Energy Corp,10.7,1870504.0,1.18
TW0002454006,MediaTek Inc,24.83,1632875.0,1.03
DE000ENER6YA,Siemens Energy AG,16.74,1646666.0,1.03
US6974351057,Palo Alto Networks Inc,5.94,1590774.0,1.0
US22788C1053,Crowdstrike Holdings Inc,2.99,1591592.0,1.0
US0527691069,Autodesk Inc,4.06,1590623.0,1.0
FR0000044448,Nexans SA,10.04,1563027.0,0.98
DE000723610A,Siemens AG,4.14,1507829.0,0.95
KYG7611S1075,RoboSense Technology Co Ltd,175.75,1451802.0,0.91
US36165L1089,GDS Holdings Ltd,34.49,1400556.0,0.88
US88160R1014,Tesla Inc,3.5,1276190.0,0.8
JP3924800000,DMG Mori Co Ltd,39.63,1228926.0,0.77
KYG596691041,Meituan,28.12,889765.0,0.56
KRD010010001,원화예금,6559658.0,6559658.0,4.12
