티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,18.73,13487228.0,12.1
US5949181045,Microsoft Corp,15.95,8058123.0,7.23
US0231351067,Amazon.com Inc,21.8,4443470.0,3.99
US5738741041,Marvell Technology Inc,47.61,4119228.0,3.69
US30303M1027,Meta Platforms Inc,7.73,3753390.0,3.37
US0079031078,Advanced Micro Devices Inc,18.41,3579350.0,3.21
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,25.83,3434162.0,3.08
US4581401001,Intel Corp,53.3,3335254.0,2.99
US02079K3059,Alphabet Inc,17.87,3334936.0,2.99
US7475251036,QUALCOMM Inc,17.3,3159255.0,2.83
US79466L3024,Salesforce Inc,8.79,3133262.0,2.81
US11135F1012,Broadcom Inc,2.11,3048578.0,2.73
US00724F1012,Adobe Inc,3.65,2864531.0,2.57
US8334451098,Snowflake Inc,11.0,2826415.0,2.54
US60937P1066,MongoDB Inc,4.9,2526832.0,2.27
US8835561023,Thermo Fisher Scientific Inc,3.02,2165856.0,1.94
US22788C1053,Crowdstrike Holdings Inc,5.66,2115238.0,1.9
US0378331005,Apple Inc,8.52,2076941.0,1.86
US81762P1021,ServiceNow Inc,2.13,2032457.0,1.82
US88160R1014,Tesla Inc,6.81,2032468.0,1.82
KYG070341048,Baidu Inc,12.65,1949362.0,1.75
KR7005930003,삼성전자,26.11,1908641.0,1.71
NL0012866412,BE Semiconductor Industries NV,10.26,1900751.0,1.7
US98980G1022,Zscaler Inc,5.9,1770950.0,1.59
HK0992009065,Lenovo Group Ltd,989.83,1759572.0,1.58
IL0011762130,Monday.com Ltd,6.48,1644332.0,1.47
US8716071076,Synopsys Inc,2.5,1636818.0,1.47
US1273871087,Cadence Design Systems Inc,4.26,1492826.0,1.34
JP3148800000,Ibiden Co Ltd,19.92,1455886.0,1.31
US90353T1007,Uber Technologies Inc,16.48,1373902.0,1.23
JP3548600000,Disco Corp,4.07,1341418.0,1.2
JP3970300004,Recruit Holdings Co Ltd,24.39,1310112.0,1.18
US23804L1035,Datadog Inc,8.12,1289260.0,1.16
US37637K1088,Gitlab Inc,14.77,1203406.0,1.08
US0404132054,Arista Networks Inc,3.46,1144085.0,1.03
US91332U1016,Unity Software Inc,24.51,1120991.0,1.01
US0420682058,ARM Holdings PLC,11.88,1088717.0,0.98
JP3122400009,Advantest Corp,23.58,1079409.0,0.97
US83304A1060,Snap Inc,47.5,1066266.0,0.96
US60741F1049,Mobileye Global Inc,25.59,1042994.0,0.94
DE000SHL1006,Siemens Healthineers AG,13.67,1033489.0,0.93
US20717M1036,Confluent Inc,31.46,928108.0,0.83
US88339J1051,Trade Desk Inc/The,8.81,787817.0,0.71
JP3519400000,Chugai Pharmaceutical Co Ltd,10.57,558296.0,0.5
KR7033640004,네패스,26.75,544362.0,0.49
KRD010010001,원화예금,3524862.0,3524862.0,3.16
