티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.35,22106422.0,17.15
US11135F1012,Broadcom Inc,3.61,6168969.0,4.79
US92537N1081,Vertiv Holdings Co,46.01,5604119.0,4.35
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.62,5498993.0,4.27
US0231351067,Amazon.com Inc,22.15,5454834.0,4.23
US5949181045,Microsoft Corp,9.13,4958506.0,3.85
US5951121038,Micron Technology Inc,27.09,4088326.0,3.17
JP3811000003,Fujikura Ltd,165.3,4027874.0,3.13
US02079K3059,Alphabet Inc,14.67,3306497.0,2.57
US30303M1027,Meta Platforms Inc,5.45,3293899.0,2.56
US0404132054,Arista Networks Inc,9.16,3216900.0,2.5
CA878742204B,Teck Resources Ltd,47.99,3196528.0,2.48
US21037T1097,Constellation Energy Corp,11.81,2999175.0,2.33
US79466L3024,Salesforce Inc,7.88,2912176.0,2.26
JP3236200006,Keyence Corp,4.44,2720240.0,2.11
JP3571400005,Tokyo Electron Ltd,8.76,2710043.0,2.1
JP3788600009,Hitachi Ltd,20.33,2607412.0,2.02
US8334451098,Snowflake Inc,12.1,2599329.0,2.02
JP3733000008,NEC Corp,25.23,2500748.0,1.94
US5738741041,Marvell Technology Inc,27.93,2452318.0,1.9
TW0002382009,Quanta Computer Inc,218.46,2403736.0,1.87
JP3933800009,LY Corp,709.23,2387694.0,1.85
US86800U1043,Super Micro Computer Inc,2.32,2360373.0,1.83
NL0013056914,Elastic NV,15.33,2230285.0,1.73
TW0003017000,Asia Vital Components Co Ltd,79.44,2198662.0,1.71
KYG0535Q1331,ASMPT Ltd,115.64,2002849.0,1.55
US0079031078,Advanced Micro Devices Inc,9.92,1969937.0,1.53
US9581021055,Western Digital Corp,20.16,1956161.0,1.52
US92840M1027,Vistra Corp,17.78,1880304.0,1.46
US1273871087,Cadence Design Systems Inc,4.94,1864936.0,1.45
US22788C1053,Crowdstrike Holdings Inc,4.33,1759899.0,1.37
TW0002449006,King Yuan Electronics Co Ltd,432.24,1752423.0,1.36
US0420682058,ARM Holdings PLC,11.88,1557997.0,1.21
TW0001519007,Fortune Electric Co Ltd,43.22,1549376.0,1.2
JP3122400009,Advantest Corp,30.96,1409191.0,1.09
JP3750400008,Micronics Japan Co Ltd,23.13,1373978.0,1.07
KYG532631028,Kuaishou Technology,136.92,1348391.0,1.05
US88160R1014,Tesla Inc,4.9,1214517.0,0.94
KRD010010001,원화예금,3226894.0,3226894.0,2.5
