티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,17.44,25426921.0,8.08
US0079031078,Advanced Micro Devices Inc,35.4,18130487.0,5.76
US0937121079,Bloom Energy Corp,39.01,13279201.0,4.22
US5738741041,Marvell Technology Inc,53.95,13052881.0,4.15
IE00BKVD2N49,Seagate Technology Holdings PLC,14.92,12877119.0,4.09
KYG254571055,Credo Technology Group Holding Ltd,44.23,12702997.0,4.03
KR7000660001,SK하이닉스,9.31,12033790.0,3.82
US19247G1076,Coherent Corp,22.42,11094883.0,3.52
US19260Q1076,Coinbase Global Inc,34.78,10230867.0,3.25
US36828A1016,GE Vernova Inc,5.91,9994260.0,3.17
US1717793095,Ciena Corp,12.61,9667645.0,3.07
US92537N1081,Vertiv Holdings Co,19.95,9501824.0,3.02
US11135F1012,Broadcom Inc,14.87,9254559.0,2.94
US0326541051,Analog Devices Inc,15.25,8972062.0,2.85
KR7005930003,삼성전자,37.64,8451249.0,2.68
US67066G1040,NVIDIA Corp,25.08,7690189.0,2.44
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,11.44,6781995.0,2.15
US55024U1097,Lumentum Holdings Inc,4.93,6402027.0,2.03
JP3914400001,Murata Manufacturing Co Ltd,135.16,6165576.0,1.96
KR7006400006,삼성SDI,9.41,5974960.0,1.9
KR7034020008,두산에너빌리티,43.8,5645820.0,1.79
DE000623100B,Infineon Technologies AG,51.73,4834595.0,1.54
US2193501051,Corning Inc,18.28,4734895.0,1.5
US4581401001,Intel Corp,37.51,4558852.0,1.45
IL0010823792,Tower Semiconductor Ltd,15.26,4505116.0,1.43
US1999081045,Comfort Systems USA Inc,1.73,4386059.0,1.39
US7707001027,Robinhood Markets Inc,33.2,4141037.0,1.32
IE00B8KQN827,Eaton Corp PLC,6.47,4038289.0,1.28
US49338L1035,Keysight Technologies Inc,7.65,3910126.0,1.24
US8807701029,Teradyne Inc,5.31,3271468.0,1.04
US4824801009,KLA Corp,1.13,3229878.0,1.03
US00760J1088,Aehr Test Systems,22.87,3229367.0,1.03
US55405Y1001,MACOM Technology Solutions Holdings Inc,7.57,3207969.0,1.02
US8716071076,Synopsys Inc,4.37,3221384.0,1.02
US68389X1054,Oracle Corp,12.25,3124494.0,0.99
US0382221051,Applied Materials Inc,5.05,3099276.0,0.98
US5763231090,MasTec Inc,5.49,3039104.0,0.97
USN070592100,ASML Holding NV,1.39,2991100.0,0.95
US5128073062,Lam Research Corp,7.54,2972241.0,0.94
KR7440110005,파두,36.1,2935018.0,0.93
JP3811000003,Fujikura Ltd,52.27,2916435.0,0.93
US21873S1087,CoreWeave Inc,17.91,2904037.0,0.92
US0420682058,ARM Holdings PLC,8.17,2823480.0,0.9
KR7005380001,현대차,3.61,1891696.0,0.6
US72703X1063,Planet Labs PBC,28.57,1490957.0,0.47
US7731211089,Rocket Lab Corp,12.35,1448608.0,0.46
HK0000218211,Hua Hong Semiconductor Ltd,69.62,1414137.0,0.45
KYG017191142,Alibaba Group Holding Ltd,56.32,1394645.0,0.44
US31816X1063,Firefly Aerospace Inc,25.36,1312084.0,0.42
CNE100007DH9,Knowledge Atlas Technology JSC Ltd,3.64,639287.0,0.2
KRD010010001,원화예금,3852697.0,3852697.0,1.22
