티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,21.75,30281507.0,10.48
US0937121079,Bloom Energy Corp,53.93,17414720.0,6.03
KR7000660001,SK하이닉스,13.1,14882589.0,5.15
IE00BKVD2N49,Seagate Technology Holdings PLC,14.99,11790251.0,4.08
US92537N1081,Vertiv Holdings Co,25.44,11643158.0,4.03
KYG254571055,Credo Technology Group Holding Ltd,43.11,10136984.0,3.51
US19247G1076,Coherent Corp,21.86,10099244.0,3.5
US1717793095,Ciena Corp,14.65,10091065.0,3.49
US19260Q1076,Coinbase Global Inc,31.87,8664709.0,3.0
US21873S1087,CoreWeave Inc,50.22,8677680.0,3.0
US36828A1016,GE Vernova Inc,5.94,8641667.0,2.99
US55024U1097,Lumentum Holdings Inc,6.42,8064947.0,2.79
US5738741041,Marvell Technology Inc,37.91,7479349.0,2.59
US11135F1012,Broadcom Inc,11.34,6363006.0,2.2
US67066G1040,NVIDIA Corp,20.0,5793900.0,2.01
US68389X1054,Oracle Corp,24.15,5803341.0,2.01
US4581401001,Intel Corp,58.75,5526706.0,1.91
KR7005930003,삼성전자,26.01,5487531.0,1.9
IL0010823792,Tower Semiconductor Ltd,17.42,5497375.0,1.9
JP3914400001,Murata Manufacturing Co Ltd,135.85,5453305.0,1.89
KR7034020008,두산에너빌리티,44.02,4587144.0,1.59
DE000623100B,Infineon Technologies AG,56.6,4371722.0,1.51
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,7.76,4344529.0,1.5
USN070592100,ASML Holding NV,1.93,4320623.0,1.5
US0382221051,Applied Materials Inc,7.39,4313020.0,1.49
US4824801009,KLA Corp,1.63,4303677.0,1.49
US5128073062,Lam Research Corp,10.73,4310209.0,1.49
US1999081045,Comfort Systems USA Inc,1.73,4220029.0,1.46
US5763231090,MasTec Inc,7.44,4012190.0,1.39
IE00B8KQN827,Eaton Corp PLC,6.5,3852416.0,1.33
US2193501051,Corning Inc,14.7,3745765.0,1.3
US49338L1035,Keysight Technologies Inc,7.69,3747416.0,1.3
US55405Y1001,MACOM Technology Solutions Holdings Inc,9.61,3738242.0,1.29
KR7440110005,파두,50.61,3082123.0,1.07
US0326541051,Analog Devices Inc,6.0,3084182.0,1.07
KR7006400006,삼성SDI,6.13,2888207.0,1.0
US00760J1088,Aehr Test Systems,26.45,2900420.0,1.0
JP3811000003,Fujikura Ltd,52.54,2891516.0,1.0
US8807701029,Teradyne Inc,5.34,2877956.0,1.0
US31816X1063,Firefly Aerospace Inc,53.06,2863411.0,0.99
US7731211089,Rocket Lab Corp,25.49,2714206.0,0.94
KR7005380001,현대차,4.65,2361941.0,0.82
US0420682058,ARM Holdings PLC,6.27,1490183.0,0.52
US72703X1063,Planet Labs PBC,28.72,1436339.0,0.5
KR7347700007,스피어,30.34,1383652.0,0.48
CNE100007DH9,Knowledge Atlas Technology JSC Ltd,7.42,1323874.0,0.46
US63942X1063,Navitas Semiconductor Corp,90.52,1317134.0,0.46
US8716071076,Synopsys Inc,2.08,1285866.0,0.45
HK0000218211,Hua Hong Semiconductor Ltd,69.98,1188015.0,0.41
KYG017191142,Alibaba Group Holding Ltd,47.17,1104702.0,0.38
KRD010010001,원화예금,1074370.0,1074370.0,0.37
