티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.42,21272285.0,16.14
US5949181045,Microsoft Corp,17.0,9403637.0,7.13
US0079031078,Advanced Micro Devices Inc,24.6,6636455.0,5.03
US30303M1027,Meta Platforms Inc,8.77,5864604.0,4.45
US0231351067,Amazon.com Inc,23.72,5627908.0,4.27
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.21,5207005.0,3.95
US11135F1012,Broadcom Inc,2.06,3837192.0,2.91
US79466L3024,Salesforce Inc,8.55,3606923.0,2.74
JP3571400005,Tokyo Electron Ltd,10.0,3398088.0,2.58
US5738741041,Marvell Technology Inc,32.13,3319742.0,2.52
US86800U1043,Super Micro Computer Inc,2.68,3230647.0,2.45
US1273871087,Cadence Design Systems Inc,7.63,3202150.0,2.43
US92537N1081,Vertiv Holdings Co,32.8,3081554.0,2.34
KYG0535Q1331,ASMPT Ltd,171.52,2853201.0,2.16
JP3548600000,Disco Corp,6.09,2700834.0,2.05
IL0011762130,Monday.com Ltd,8.82,2687993.0,2.04
US5951121038,Micron Technology Inc,21.27,2694338.0,2.04
TW0006669005,Wiwynn Corp,23.91,2526689.0,1.92
US8835561023,Thermo Fisher Scientific Inc,3.12,2393876.0,1.82
US0404132054,Arista Networks Inc,6.01,2302240.0,1.75
US00724F1012,Adobe Inc,3.0,2280237.0,1.73
TW0002449006,King Yuan Electronics Co Ltd,604.35,2286355.0,1.73
US88160R1014,Tesla Inc,8.24,2222942.0,1.69
JP3519400000,Chugai Pharmaceutical Co Ltd,40.65,2198671.0,1.67
US60937P1066,MongoDB Inc,3.78,2198316.0,1.67
US98138H1014,Workday Inc,5.27,2048096.0,1.55
US90353T1007,Uber Technologies Inc,18.61,2007558.0,1.52
US8334451098,Snowflake Inc,7.67,1906611.0,1.45
NL0013056914,Elastic NV,11.92,1856842.0,1.41
JP3122400009,Advantest Corp,28.7,1808966.0,1.37
US37637K1088,Gitlab Inc,18.02,1758708.0,1.33
US68389X1054,Oracle Corp,11.31,1713185.0,1.3
JP3750400008,Micronics Japan Co Ltd,19.13,1343129.0,1.02
US0420682058,ARM Holdings PLC,6.95,1310344.0,0.99
NL0012866412,BE Semiconductor Industries NV,4.83,1173803.0,0.89
TW0002454006,MediaTek Inc,23.91,1116796.0,0.85
US22788C1053,Crowdstrike Holdings Inc,2.6,1088950.0,0.83
US98980G1022,Zscaler Inc,3.35,977734.0,0.74
KRD010010001,원화예금,4672887.0,4672887.0,3.54
