티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,24.93,21922045.0,8.86
US67066G1040,NVIDIA Corp,74.22,19943704.0,8.06
US0937121079,Bloom Energy Corp,54.43,13167670.0,5.32
US36828A1016,GE Vernova Inc,10.3,12724671.0,5.14
US11135F1012,Broadcom Inc,18.77,8751797.0,3.54
US1717793095,Ciena Corp,14.96,7546861.0,3.05
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,13.82,7251267.0,2.93
US55024U1097,Lumentum Holdings Inc,7.19,7182396.0,2.9
US19247G1076,Coherent Corp,17.75,7161471.0,2.89
US88160R1014,Tesla Inc,11.19,6668243.0,2.69
JP3914400001,Murata Manufacturing Co Ltd,192.02,6564239.0,2.65
US7731211089,Rocket Lab Corp,61.36,6477728.0,2.62
US92537N1081,Vertiv Holdings Co,17.25,6364550.0,2.57
DE000ENER6YA,Siemens Energy AG,22.35,6193918.0,2.5
USN070592100,ASML Holding NV,2.95,6053999.0,2.45
US0382221051,Applied Materials Inc,11.52,6051365.0,2.44
US4824801009,KLA Corp,2.79,6049070.0,2.44
US5128073062,Lam Research Corp,18.48,6049363.0,2.44
JP3811000003,Fujikura Ltd,25.33,6008779.0,2.43
CA13321L108A,Cameco Corp,29.67,5237062.0,2.12
IE00BKVD2N49,Seagate Technology Holdings PLC,9.34,5139571.0,2.08
US69608A1088,Palantir Technologies Inc,22.5,5061040.0,2.04
KYG3323L1005,Fabrinet,6.0,4970573.0,2.01
US19260Q1076,Coinbase Global Inc,15.95,4893183.0,1.98
KR7000660001,SK하이닉스,5.16,4850945.0,1.96
CNE1000004L9,Weichai Power Co Ltd,853.05,4822618.0,1.95
KR7005930003,삼성전자,19.09,3657946.0,1.48
DE000623100B,Infineon Technologies AG,48.66,3641703.0,1.47
KR7005380001,현대차,6.49,3557548.0,1.44
KYG6181S1093,Minimax Group Inc,24.11,3328845.0,1.34
US0231351067,Amazon.com Inc,8.88,2825795.0,1.14
US5949181045,Microsoft Corp,4.48,2666828.0,1.08
US30303M1027,Meta Platforms Inc,2.71,2657075.0,1.07
US02156V1098,Oklo Inc,27.36,2636590.0,1.07
CA15101Q2071,Celestica Inc,6.25,2482557.0,1.0
US02079K3059,Alphabet Inc,5.42,2412470.0,0.97
HK0000218211,Hua Hong Semiconductor Ltd,138.57,2244835.0,0.91
CNE100006CQ4,UBTech Robotics Corp Ltd,106.05,2200947.0,0.89
KR7034020008,두산에너빌리티,16.29,1474468.0,0.6
US4581401001,Intel Corp,20.24,1354134.0,0.55
US0079031078,Advanced Micro Devices Inc,4.49,1332117.0,0.54
KYG254571055,Credo Technology Group Holding Ltd,8.03,1208536.0,0.49
KRD010010001,원화예금,4774981.0,4774981.0,1.93
