티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,16.25,16019672.0,12.73
US5949181045,Microsoft Corp,20.71,11313037.0,8.99
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,31.47,5426881.0,4.31
US0079031078,Advanced Micro Devices Inc,21.49,5122910.0,4.07
US0231351067,Amazon.com Inc,20.97,4782991.0,3.8
US30303M1027,Meta Platforms Inc,7.43,4690971.0,3.73
US8334451098,Snowflake Inc,14.09,4435870.0,3.52
US79466L3024,Salesforce Inc,10.45,4030837.0,3.2
US5738741041,Marvell Technology Inc,42.03,3866450.0,3.07
US00724F1012,Adobe Inc,4.75,3831428.0,3.04
US11135F1012,Broadcom Inc,2.17,3653849.0,2.9
US1273871087,Cadence Design Systems Inc,8.75,3510387.0,2.79
US60937P1066,MongoDB Inc,4.48,2907539.0,2.31
US8835561023,Thermo Fisher Scientific Inc,3.59,2625697.0,2.09
KR7005930003,삼성전자,35.42,2585660.0,2.05
US90353T1007,Uber Technologies Inc,24.18,2553071.0,2.03
US22788C1053,Crowdstrike Holdings Inc,5.03,2244837.0,1.78
JP3122400009,Advantest Corp,35.9,2203486.0,1.75
US0420682058,ARM Holdings PLC,12.89,2173480.0,1.73
US88339J1051,Trade Desk Inc/The,20.78,2059911.0,1.64
US81762P1021,ServiceNow Inc,1.91,2017968.0,1.6
US98980G1022,Zscaler Inc,5.74,1939328.0,1.54
US88160R1014,Tesla Inc,7.53,1895595.0,1.51
JP3548600000,Disco Corp,4.84,1887992.0,1.5
US0404132054,Arista Networks Inc,5.25,1860619.0,1.48
US68389X1054,Oracle Corp,12.08,1841267.0,1.46
US9581021055,Western Digital Corp,24.44,1828373.0,1.45
US37637K1088,Gitlab Inc,18.14,1791918.0,1.42
JP3571400005,Tokyo Electron Ltd,5.98,1782067.0,1.42
IL0011762130,Monday.com Ltd,6.07,1781018.0,1.41
JP3519400000,Chugai Pharmaceutical Co Ltd,33.62,1687050.0,1.34
NL0012866412,BE Semiconductor Industries NV,6.09,1348608.0,1.07
NL0013056914,Elastic NV,7.45,1258188.0,1.0
TW0002382009,Quanta Computer Inc,96.87,1049581.0,0.83
HK0992009065,Lenovo Group Ltd,752.38,1047446.0,0.83
US91332U1016,Unity Software Inc,21.59,1005445.0,0.8
TW0002449006,King Yuan Electronics Co Ltd,282.05,985109.0,0.78
TW0002454006,MediaTek Inc,22.79,907341.0,0.72
US23804L1035,Datadog Inc,5.01,909936.0,0.72
TW0006669005,Wiwynn Corp,8.55,822850.0,0.65
KRD010010001,원화예금,6189246.0,6189246.0,4.92
