티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,104.06,15678031.0,11.22
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,29.71,6604544.0,4.73
US11135F1012,Broadcom Inc,29.74,6389771.0,4.57
US5949181045,Microsoft Corp,11.09,6352340.0,4.55
US30303M1027,Meta Platforms Inc,7.52,5375062.0,3.85
KYG875721634,Tencent Holdings Ltd,80.84,5239766.0,3.75
KYG017191142,Alibaba Group Holding Ltd,363.53,5137074.0,3.68
US0231351067,Amazon.com Inc,20.46,5068986.0,3.63
US02079K3059,Alphabet Inc,22.28,4732764.0,3.39
US88160R1014,Tesla Inc,15.53,4688235.0,3.35
US92537N1081,Vertiv Holdings Co,34.99,4076897.0,2.92
US0378331005,Apple Inc,12.74,3737319.0,2.67
US24703L2025,Dell Technologies Inc,23.79,3666504.0,2.62
US7475251036,QUALCOMM Inc,15.96,3570801.0,2.55
US69608A1088,Palantir Technologies Inc,72.77,3518538.0,2.52
US81762P1021,ServiceNow Inc,2.94,3479651.0,2.49
US5324571083,Eli Lilly & Co,2.85,3423758.0,2.45
US0404132054,Arista Networks Inc,7.04,3383534.0,2.42
US92840M1027,Vistra Corp,26.06,3158056.0,2.26
FR0000121972,Schneider Electric SE,9.12,3095120.0,2.21
FR0000044448,Nexans SA,15.89,3012929.0,2.16
US21037T1097,Constellation Energy Corp,11.17,2973321.0,2.13
US0420682058,ARM Holdings PLC,16.04,2948989.0,2.11
US25746U1097,Dominion Energy Inc,36.01,2747201.0,1.97
US00724F1012,Adobe Inc,3.91,2640659.0,1.89
JP3733000008,NEC Corp,20.75,2561007.0,1.83
US23804L1035,Datadog Inc,15.99,2404463.0,1.72
JP3788600009,Hitachi Ltd,73.51,2371439.0,1.7
US0079031078,Advanced Micro Devices Inc,11.97,2359174.0,1.69
US22788C1053,Crowdstrike Holdings Inc,6.18,2195166.0,1.57
JP3811000003,Fujikura Ltd,56.52,2190098.0,1.57
TW0002382009,Quanta Computer Inc,199.44,2075141.0,1.48
DE000623100B,Infineon Technologies AG,45.67,2039746.0,1.46
US3364331070,First Solar Inc,6.21,1997224.0,1.43
US5951121038,Micron Technology Inc,11.69,1356984.0,0.97
US75629V1044,Recursion Pharmaceuticals Inc,80.91,743002.0,0.53
KRD010010001,원화예금,2766339.0,2766339.0,1.98
