티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,21.15,42519033.0,12.02
US0079031078,Advanced Micro Devices Inc,57.55,36529740.0,10.33
KR7000660001,SK하이닉스,11.4,19900213.0,5.62
US60937P1066,MongoDB Inc,36.58,18200639.0,5.14
US0326541051,Analog Devices Inc,27.14,17130162.0,4.84
IE00BKVD2N49,Seagate Technology Holdings PLC,14.73,16449049.0,4.65
KR7005930003,삼성전자,54.88,15120099.0,4.27
US67066G1040,NVIDIA Corp,32.23,10804263.0,3.05
US7731211089,Rocket Lab Corp,43.14,8532143.0,2.41
US0420682058,ARM Holdings PLC,26.04,8445328.0,2.39
JP3914400001,Murata Manufacturing Co Ltd,142.55,8338107.0,2.36
US4581401001,Intel Corp,50.93,8306061.0,2.35
DE000623100B,Infineon Technologies AG,69.49,8090422.0,2.29
US31816X1063,Firefly Aerospace Inc,119.12,7894040.0,2.23
US72703X1063,Planet Labs PBC,120.36,7551553.0,2.13
US92537N1081,Vertiv Holdings Co,14.51,7433575.0,2.1
US0937121079,Bloom Energy Corp,18.31,7142716.0,2.02
US55024U1097,Lumentum Holdings Inc,5.2,6942923.0,1.96
US19247G1076,Coherent Corp,12.66,6925198.0,1.96
US1717793095,Ciena Corp,8.52,6741981.0,1.91
US36828A1016,GE Vernova Inc,4.01,6124664.0,1.73
IL0010823792,Tower Semiconductor Ltd,13.25,4956095.0,1.4
US55405Y1001,MACOM Technology Solutions Holdings Inc,7.48,4016209.0,1.14
US5128073062,Lam Research Corp,9.35,3919243.0,1.11
US4824801009,KLA Corp,1.48,3926314.0,1.11
US0382221051,Applied Materials Inc,6.1,3804598.0,1.08
US5738741041,Marvell Technology Inc,14.88,3788918.0,1.07
US68389X1054,Oracle Corp,13.17,3706149.0,1.05
US6833441057,Onto Innovation Inc,9.56,3668206.0,1.04
US8807701029,Teradyne Inc,7.56,3660784.0,1.03
US00971T1016,Akamai Technologies Inc,16.04,3647342.0,1.03
US11135F1012,Broadcom Inc,5.69,3612564.0,1.02
US81762P1021,ServiceNow Inc,22.79,3553311.0,1.0
US8334451098,Snowflake Inc,14.35,3553111.0,1.0
US7707001027,Robinhood Markets Inc,29.64,3448346.0,0.97
US19260Q1076,Coinbase Global Inc,12.05,3442717.0,0.97
US2193501051,Corning Inc,12.62,3398321.0,0.96
CNE1000004L9,Weichai Power Co Ltd,427.66,3303337.0,0.93
KYG070341048,Baidu Inc,126.72,3286363.0,0.93
KYG017191142,Alibaba Group Holding Ltd,125.7,3187326.0,0.9
JP3811000003,Fujikura Ltd,57.02,3055279.0,0.86
HK0000218211,Hua Hong Semiconductor Ltd,128.3,2860367.0,0.81
US21873S1087,CoreWeave Inc,17.68,2765728.0,0.78
KRD010010001,원화예금,112044.0,112044.0,0.03
