티커,구성종목명,계약수,평가금액,비중
US80004C2008,Sandisk Corp/DE,38.33,40943224.0,15.96
KR7000660001,SK하이닉스,19.75,20853286.0,8.13
KR7005930003,삼성전자,59.03,12307929.0,4.8
US0937121079,Bloom Energy Corp,50.68,12030588.0,4.69
US92537N1081,Vertiv Holdings Co,25.73,10244246.0,3.99
US19260Q1076,Coinbase Global Inc,32.83,10237403.0,3.99
US67066G1040,NVIDIA Corp,37.85,10212364.0,3.98
US36828A1016,GE Vernova Inc,8.16,10220362.0,3.98
US1717793095,Ciena Corp,18.25,10013367.0,3.9
IE00BKVD2N49,Seagate Technology Holdings PLC,14.35,8964271.0,3.49
US7731211089,Rocket Lab Corp,61.0,7109795.0,2.77
US19247G1076,Coherent Corp,17.56,6402305.0,2.5
US55024U1097,Lumentum Holdings Inc,6.64,6401196.0,2.49
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,11.55,5926155.0,2.31
US4824801009,KLA Corp,2.35,5161797.0,2.01
US0382221051,Applied Materials Inc,9.8,5123708.0,2.0
USN070592100,ASML Holding NV,2.49,5127968.0,2.0
US5128073062,Lam Research Corp,15.24,5119544.0,2.0
US69608A1088,Palantir Technologies Inc,21.55,4956295.0,1.93
HK0000218211,Hua Hong Semiconductor Ltd,276.41,4777809.0,1.86
US88160R1014,Tesla Inc,7.8,4621609.0,1.8
US64110L1061,Netflix Inc,28.66,4011354.0,1.56
CA13321L108A,Cameco Corp,23.18,3833722.0,1.49
DE000ENER6YA,Siemens Energy AG,14.0,3591540.0,1.4
DE000623100B,Infineon Technologies AG,51.17,3471544.0,1.35
KYG6181S1093,Minimax Group Inc,14.52,2837245.0,1.11
US11135F1012,Broadcom Inc,5.35,2547117.0,0.99
JP3914400001,Murata Manufacturing Co Ltd,70.48,2503812.0,0.98
US02079K3059,Alphabet Inc,5.27,2430896.0,0.95
US02156V1098,Oklo Inc,27.2,2441377.0,0.95
US30303M1027,Meta Platforms Inc,2.65,2447662.0,0.95
US8807701029,Teradyne Inc,5.46,2422333.0,0.94
US0231351067,Amazon.com Inc,7.55,2408955.0,0.94
KYG017191142,Alibaba Group Holding Ltd,78.25,1993015.0,0.78
CNE100007DH9,Knowledge Atlas Technology JSC Ltd,15.16,1782999.0,0.69
KR7034020008,두산에너빌리티,16.2,1737913.0,0.68
IL001081124A,Elbit Systems Ltd,0.93,1402736.0,0.55
US0080731088,AeroVironment Inc,4.07,1342309.0,0.52
US55405Y1001,MACOM Technology Solutions Holdings Inc,3.88,1274708.0,0.5
KR7005380001,현대차,2.29,1248458.0,0.49
JP3811000003,Fujikura Ltd,5.36,1232153.0,0.48
US4581401001,Intel Corp,18.19,1188403.0,0.46
KRD010010001,원화예금,1663776.0,1663776.0,0.65
