티커,구성종목명,계약수,평가금액,비중
US67066G1040,NVIDIA Corp,19.05,11972850.0,11.18
US5949181045,Microsoft Corp,16.23,7853878.0,7.33
US30303M1027,Meta Platforms Inc,7.87,3555974.0,3.32
US8740391003,Taiwan Semiconductor Manufacturing Co Ltd,26.26,3478828.0,3.25
US0079031078,Advanced Micro Devices Inc,18.73,3386743.0,3.16
US02079K3059,Alphabet Inc,18.17,3275764.0,3.06
US7475251036,QUALCOMM Inc,17.59,3218479.0,3.0
US0231351067,Amazon.com Inc,16.04,3137883.0,2.93
US8334451098,Snowflake Inc,12.48,3079611.0,2.87
US11135F1012,Broadcom Inc,2.15,3044838.0,2.84
US4581401001,Intel Corp,46.86,2922631.0,2.73
US60937P1066,MongoDB Inc,5.7,2853640.0,2.66
US5738741041,Marvell Technology Inc,35.28,2677759.0,2.5
US79466L3024,Salesforce Inc,7.9,2640167.0,2.46
US00724F1012,Adobe Inc,3.08,2331176.0,2.18
US8716071076,Synopsys Inc,3.55,2311248.0,2.16
US88160R1014,Tesla Inc,7.07,2291658.0,2.14
US0378331005,Apple Inc,8.66,2097651.0,1.96
KR7005930003,삼성전자,27.1,2086700.0,1.95
NL0012866412,BE Semiconductor Industries NV,10.65,2064257.0,1.93
KYG070341048,Baidu Inc,13.14,1977512.0,1.85
US81762P1021,ServiceNow Inc,2.17,1946655.0,1.82
US22788C1053,Crowdstrike Holdings Inc,5.76,1855538.0,1.73
JP3148800000,Ibiden Co Ltd,25.32,1816638.0,1.7
US91332U1016,Unity Software Inc,31.88,1613548.0,1.51
US0404132054,Arista Networks Inc,5.1,1540911.0,1.44
IL0011762130,Monday.com Ltd,6.59,1529610.0,1.43
US46266C1053,IQVIA Holdings Inc,5.01,1506070.0,1.41
US8835561023,Thermo Fisher Scientific Inc,2.13,1512314.0,1.41
JP3970300004,Recruit Holdings Co Ltd,26.58,1455109.0,1.36
HK0992009065,Lenovo Group Ltd,741.29,1366619.0,1.28
JP3548600000,Disco Corp,4.22,1355214.0,1.27
US98980G1022,Zscaler Inc,4.51,1249722.0,1.17
US23804L1035,Datadog Inc,8.25,1238790.0,1.16
US20717M1036,Confluent Inc,40.6,1203589.0,1.12
US37637K1088,Gitlab Inc,15.02,1176669.0,1.1
JP3122400009,Advantest Corp,24.47,1077654.0,1.01
US0420682058,ARM Holdings PLC,12.08,1086315.0,1.01
DE000SHL1006,Siemens Healthineers AG,14.19,1062015.0,0.99
US90353T1007,Uber Technologies Inc,13.63,1038254.0,0.97
US83304A1060,Snap Inc,48.31,1017383.0,0.95
US69608A1088,Palantir Technologies Inc,45.08,975241.0,0.91
US88339J1051,Trade Desk Inc/The,8.96,825268.0,0.77
JP3236200006,Keyence Corp,1.27,724287.0,0.68
KR7033640004,네패스,27.77,622048.0,0.58
KRD010010001,원화예금,4063204.0,4063204.0,3.79
