티커,구성종목명,계약수,평가금액,비중
US0079031078,Advanced Micro Devices Inc,51.37,34779580.0,11.15
JP3236330001,Kioxia Holdings Corp,33.07,16589636.0,5.32
US5949181045,Microsoft Corp,21.28,14325148.0,4.59
US4581401001,Intel Corp,102.86,13900693.0,4.46
US02079K3059,Alphabet Inc,28.32,13622112.0,4.37
US0231351067,Amazon.com Inc,36.4,13199850.0,4.23
US80004C2008,Sandisk Corp,5.62,12761532.0,4.09
JP3914400001,Murata Manufacturing Co Ltd,170.67,11230743.0,3.6
US5738741041,Marvell Technology Inc,36.05,10883006.0,3.49
US78392B2060,SK hynix Inc,47.74,10383640.0,3.33
US9581021055,Western Digital Corp,14.66,10163684.0,3.26
KR7009150004,삼성전기,7.2,9986400.0,3.2
IE00BKVD2N49,Seagate Technology Holdings PLC,7.51,9484839.0,3.04
US03823U1025,Applied Optoelectronics Inc,48.6,8926937.0,2.86
US5951121038,Micron Technology Inc,6.74,8864180.0,2.84
US30303M1027,Meta Platforms Inc,10.86,8255418.0,2.65
US55024U1097,Lumentum Holdings Inc,6.35,7753412.0,2.49
US0494681010,Atlassian Corp,27.52,6269746.0,2.01
KYG254571055,Credo Technology Group Holding Ltd,17.91,6158924.0,1.98
US67066G1040,NVIDIA Corp,18.24,5602062.0,1.8
US0420682058,ARM Holdings PLC,14.91,5277934.0,1.69
USN070592100,ASML Holding NV,1.94,4892207.0,1.57
CNE1000030SA,GigaDevice Semiconductor Inc,53.33,4830926.0,1.55
US22788C1053,Crowdstrike Holdings Inc,15.99,4757445.0,1.53
US6974351057,Palo Alto Networks Inc,9.0,4707813.0,1.51
US0326541051,Analog Devices Inc,8.5,4475235.0,1.44
KR7005930003,삼성전자,17.6,4356000.0,1.4
US68389X1054,Oracle Corp,21.94,4377933.0,1.4
US69608A1088,Palantir Technologies Inc,15.28,3663555.0,1.17
KYG6181S1093,Minimax Group Inc,57.48,3265416.0,1.05
US5128073062,Lam Research Corp,7.07,3241336.0,1.04
IL0010823792,Tower Semiconductor Ltd,9.57,3216921.0,1.03
US8334451098,Snowflake Inc,6.7,3045975.0,0.98
US7707001027,Robinhood Markets Inc,23.7,3032146.0,0.97
US60937P1066,MongoDB Inc,4.91,2983884.0,0.96
US0382221051,Applied Materials Inc,4.07,2925358.0,0.94
DE000623100B,Infineon Technologies AG,31.35,2908736.0,0.93
US23804L1035,Datadog Inc,8.11,2789183.0,0.89
US8807701029,Teradyne Inc,2.95,1666597.0,0.53
US6833441057,Onto Innovation Inc,3.7,1629427.0,0.52
US04626A1034,Astera Labs Inc,3.63,1540396.0,0.49
CNE100007DH9,Z AI Co Ltd,8.0,1486817.0,0.48
CNE100000MLA,NAURA Technology Group Co Ltd,8.53,1375144.0,0.44
US84615Q1031,Space Exploration Technologies Corp,4.37,875112.0,0.28
KRD010010001,원화예금,1337826.0,1337826.0,0.43
