티커,구성종목명,계약수,평가금액,비중
SNDK US EQUITY,Sandisk Corp,27.0,56696179.0,4.99
SNOW US EQUITY,Snowflake Inc,103.0,49581840.0,4.37
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0.0,47844266.0,4.21
SKHY US EQUITY,SK hynix Inc,209.0,46195995.0,4.07
285A JP EQUITY,Kioxia Holdings Corp,96.0,42902799.0,3.78
CRM US EQUITY,Salesforce Inc,111.0,39636576.0,3.49
NVDA US EQUITY,NVIDIA Corp,117.0,36094368.0,3.18
INTC US EQUITY,Intel Corp,287.0,35528065.0,3.13
AMZN US EQUITY,Amazon.com Inc,101.0,35311474.0,3.11
WDC US EQUITY,Western Digital Corp,58.0,34585175.0,3.05
NOW US EQUITY,ServiceNow Inc,169.0,33226200.0,2.93
STX US EQUITY,Seagate Technology Holdings PLC,29.0,31274845.0,2.75
0043Y0,TIME 차이나AI테크액티브,1597.0,30670385.0,2.7
GOOG US EQUITY,Alphabet Inc,67.0,30678873.0,2.7
SAP US EQUITY,SAP SE,104.0,30480040.0,2.68
AMD US EQUITY,Advanced Micro Devices Inc,49.0,30183924.0,2.66
009150,삼성전기,21.0,29421000.0,2.59
MSTR US EQUITY,Strategy Inc,148.0,28943609.0,2.55
COIN US EQUITY,Coinbase Global Inc,106.0,27583540.0,2.43
BABA US EQUITY,Alibaba Group Holding Ltd,172.0,25969974.0,2.29
DELL US EQUITY,Dell Technologies Inc,35.0,24406656.0,2.15
ACN US EQUITY,Accenture PLC,93.0,24253400.0,2.14
CASH,현금,23634250.0,23634250.0,2.08
IBM US EQUITY,International Business Machines Corp,73.0,23137524.0,2.04
2513 HK EQUITY,Z AI Co Ltd,120.0,22901030.0,2.02
LITE US EQUITY,Lumentum Holdings Inc,20.0,22885768.0,2.02
TSLA US EQUITY,Tesla Inc,45.0,22870948.0,2.01
6981 JP EQUITY,Murata Manufacturing Co Ltd,374.0,22323360.0,1.97
META US EQUITY,Meta Platforms Inc,27.0,22265881.0,1.96
MELI US EQUITY,MercadoLibre Inc,8.0,21509765.0,1.89
AAOI US EQUITY,Applied Optoelectronics Inc,151.0,20468525.0,1.8
ARM US EQUITY,ARM Holdings PLC,55.0,18017644.0,1.59
100 HK EQUITY,Minimax Group Inc,292.0,17854398.0,1.57
ASML US EQUITY,ASML Holding NV,8.0,17784119.0,1.57
ROP US EQUITY,Roper Technologies Inc,28.0,15969560.0,1.41
HOOD US EQUITY,Robinhood Markets Inc,89.0,14989548.0,1.32
QCOM US EQUITY,QUALCOMM Inc,62.0,14113489.0,1.24
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,24.0,13515127.0,1.19
5803 JP EQUITY,Fujikura Ltd,256.0,10962480.0,0.97
300502 CH EQUITY,Eoptolink Technology Inc Ltd,135.0,10450331.0,0.92
300308 CH EQUITY,Zhongji Innolight Co Ltd,61.0,9977615.0,0.88
EBAY US EQUITY,eBay Inc,65.0,9291967.0,0.82
PDD US EQUITY,PDD Holdings Inc,84.0,9259584.0,0.82
