티커,구성종목명,계약수,평가금액,비중
INTC US EQUITY,Intel Corp,416.0,62609264.0,5.41
SNDK US EQUITY,Sandisk Corp,27.0,60296013.0,5.21
SKHY US EQUITY,SK hynix Inc,211.0,53410444.0,4.61
AMD US EQUITY,Advanced Micro Devices Inc,66.0,49765517.0,4.3
NQZ6 INDEX,NASDAQ 100 E-MINI INDEX DEC 2026,0.0,49372190.0,4.26
DELL US EQUITY,Dell Technologies Inc,59.0,48022089.0,4.15
SNOW US EQUITY,Snowflake Inc,91.0,42596634.0,3.68
0043Y0,TIME 차이나AI테크액티브,1914.0,37686660.0,3.25
NVDA US EQUITY,NVIDIA Corp,118.0,35802736.0,3.09
009150,삼성전기,25.0,34700000.0,3.0
GOOG US EQUITY,Alphabet Inc,68.0,32328052.0,2.79
285A JP EQUITY,Kioxia Holdings Corp,72.0,31696265.0,2.74
LITE US EQUITY,Lumentum Holdings Inc,25.0,30903267.0,2.67
AMZN US EQUITY,Amazon.com Inc,85.0,29535045.0,2.55
WDC US EQUITY,Western Digital Corp,49.0,28730629.0,2.48
STX US EQUITY,Seagate Technology Holdings PLC,24.0,26663273.0,2.3
CRM US EQUITY,Salesforce Inc,79.0,26538817.0,2.29
BABA US EQUITY,Alibaba Group Holding Ltd,174.0,26124948.0,2.26
AAOI US EQUITY,Applied Optoelectronics Inc,191.0,25908462.0,2.24
META US EQUITY,Meta Platforms Inc,27.0,25483664.0,2.2
SAP US EQUITY,SAP SE,85.0,25122249.0,2.17
6981 JP EQUITY,Murata Manufacturing Co Ltd,378.0,24790667.0,2.14
TSLA US EQUITY,Tesla Inc,46.0,23301965.0,2.01
MSTR US EQUITY,Strategy Inc,118.0,21587088.0,1.86
NOW US EQUITY,ServiceNow Inc,109.0,20878465.0,1.8
ARM US EQUITY,ARM Holdings PLC,56.0,20520425.0,1.77
COIN US EQUITY,Coinbase Global Inc,84.0,20214826.0,1.75
MELI US EQUITY,MercadoLibre Inc,8.0,20198503.0,1.74
CASH,현금,19922306.0,19922306.0,1.72
ACN US EQUITY,Accenture PLC,70.0,18425970.0,1.59
IBM US EQUITY,International Business Machines Corp,55.0,18088376.0,1.56
ASML US EQUITY,ASML Holding NV,8.0,18034580.0,1.56
QCOM US EQUITY,QUALCOMM Inc,63.0,16445680.0,1.42
2513 HK EQUITY,Z AI Co Ltd,121.0,15787692.0,1.36
ROP US EQUITY,Roper Technologies Inc,29.0,15033759.0,1.3
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,24.0,14284287.0,1.23
100 HK EQUITY,Minimax Group Inc,296.0,13298195.0,1.15
BE US EQUITY,Bloom Energy Corp,31.0,12039634.0,1.04
300502 CH EQUITY,Eoptolink Technology Inc Ltd,136.0,11917164.0,1.03
300308 CH EQUITY,Zhongji Innolight Co Ltd,62.0,11471488.0,0.99
5803 JP EQUITY,Fujikura Ltd,259.0,11125262.0,0.96
EBAY US EQUITY,eBay Inc,66.0,10307521.0,0.89
PDD US EQUITY,PDD Holdings Inc,84.0,9032008.0,0.78
HOOD US EQUITY,Robinhood Markets Inc,53.0,8050709.0,0.7
