티커,구성종목명,계약수,평가금액,비중
SNDK US EQUITY,Sandisk Corp,27.0,57969153.0,5.06
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0.0,48533538.0,4.24
SKHY US EQUITY,SK hynix Inc,208.0,46912409.0,4.1
SNOW US EQUITY,Snowflake Inc,103.0,46781742.0,4.08
285A JP EQUITY,Kioxia Holdings Corp,96.0,41111456.0,3.59
CRM US EQUITY,Salesforce Inc,111.0,39175542.0,3.42
STX US EQUITY,Seagate Technology Holdings PLC,34.0,38597206.0,3.37
AMD US EQUITY,Advanced Micro Devices Inc,58.0,37414331.0,3.27
GOOG US EQUITY,Alphabet Inc,79.0,36312023.0,3.17
WDC US EQUITY,Western Digital Corp,58.0,35811155.0,3.13
AMZN US EQUITY,Amazon.com Inc,100.0,35598880.0,3.11
NVDA US EQUITY,NVIDIA Corp,116.0,35096601.0,3.06
INTC US EQUITY,Intel Corp,286.0,35082048.0,3.06
NOW US EQUITY,ServiceNow Inc,168.0,34071323.0,2.97
0043Y0,TIME 차이나AI테크액티브,1593.0,32011335.0,2.79
SAP US EQUITY,SAP SE,104.0,31481596.0,2.75
009150,삼성전기,21.0,30030000.0,2.62
COIN US EQUITY,Coinbase Global Inc,106.0,27326762.0,2.39
MSTR US EQUITY,Strategy Inc,148.0,26962784.0,2.35
BABA US EQUITY,Alibaba Group Holding Ltd,171.0,26719264.0,2.33
LITE US EQUITY,Lumentum Holdings Inc,20.0,25071742.0,2.19
2513 HK EQUITY,Z AI Co Ltd,119.0,24860278.0,2.17
ACN US EQUITY,Accenture PLC,93.0,24184380.0,2.11
IBM US EQUITY,International Business Machines Corp,72.0,23075672.0,2.01
6981 JP EQUITY,Murata Manufacturing Co Ltd,374.0,23039305.0,2.01
AAOI US EQUITY,Applied Optoelectronics Inc,150.0,22136756.0,1.93
DELL US EQUITY,Dell Technologies Inc,35.0,21872063.0,1.91
MELI US EQUITY,MercadoLibre Inc,8.0,21226947.0,1.85
META US EQUITY,Meta Platforms Inc,27.0,21177037.0,1.85
CASH,현금,20686777.0,20686777.0,1.81
ASML US EQUITY,ASML Holding NV,8.0,18593696.0,1.62
ARM US EQUITY,ARM Holdings PLC,55.0,18233240.0,1.59
100 HK EQUITY,Minimax Group Inc,292.0,17815556.0,1.56
ROP US EQUITY,Roper Technologies Inc,28.0,16293946.0,1.42
QCOM US EQUITY,QUALCOMM Inc,62.0,14484799.0,1.26
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,24.0,13659708.0,1.19
HOOD US EQUITY,Robinhood Markets Inc,88.0,12639582.0,1.1
5803 JP EQUITY,Fujikura Ltd,256.0,12070544.0,1.05
TSLA US EQUITY,Tesla Inc,22.0,11093250.0,0.97
300502 CH EQUITY,Eoptolink Technology Inc Ltd,134.0,10980133.0,0.96
300308 CH EQUITY,Zhongji Innolight Co Ltd,61.0,10595847.0,0.93
PDD US EQUITY,PDD Holdings Inc,83.0,9554428.0,0.83
EBAY US EQUITY,eBay Inc,65.0,9224710.0,0.81
