티커,구성종목명,계약수,평가금액,비중
CASH,현금,73731138.0,73731138.0,6.38
285A JP EQUITY,Kioxia Holdings Corp,152.0,70200559.0,6.08
SNDK US EQUITY,Sandisk Corp,29.0,64358529.0,5.57
SKHY US EQUITY,SK hynix Inc,232.0,52457617.0,4.54
STX US EQUITY,Seagate Technology Holdings PLC,39.0,45975452.0,3.98
BABA US EQUITY,Alibaba Group Holding Ltd,240.0,43435162.0,3.76
WDC US EQUITY,Western Digital Corp,66.0,42922296.0,3.72
AMD US EQUITY,Advanced Micro Devices Inc,57.0,37101263.0,3.21
GOOG US EQUITY,Alphabet Inc,79.0,37044229.0,3.21
INTC US EQUITY,Intel Corp,284.0,36277661.0,3.14
AMZN US EQUITY,Amazon.com Inc,100.0,36064251.0,3.12
NVDA US EQUITY,NVIDIA Corp,115.0,34576190.0,2.99
SNOW US EQUITY,Snowflake Inc,77.0,34301081.0,2.97
009150,삼성전기,25.0,32900000.0,2.85
0043Y0,TIME 차이나AI테크액티브,1580.0,31884400.0,2.76
6981 JP EQUITY,Murata Manufacturing Co Ltd,462.0,29034007.0,2.51
AAOI US EQUITY,Applied Optoelectronics Inc,149.0,26670575.0,2.31
COIN US EQUITY,Coinbase Global Inc,105.0,25091143.0,2.17
LITE US EQUITY,Lumentum Holdings Inc,20.0,24382434.0,2.11
IBM US EQUITY,International Business Machines Corp,72.0,23328805.0,2.02
MSTR US EQUITY,Strategy Inc,146.0,22750995.0,1.97
TSEM US EQUITY,Tower Semiconductor Ltd,72.0,22339509.0,1.93
CRM US EQUITY,Salesforce Inc,77.0,21931809.0,1.9
2513 HK EQUITY,Z AI Co Ltd,118.0,21348270.0,1.85
MELI US EQUITY,MercadoLibre Inc,8.0,21318380.0,1.85
META US EQUITY,Meta Platforms Inc,27.0,20433418.0,1.77
SAP US EQUITY,SAP SE,66.0,19865688.0,1.72
NOW US EQUITY,ServiceNow Inc,110.0,19788821.0,1.71
ARM US EQUITY,ARM Holdings PLC,55.0,19119280.0,1.66
ASML US EQUITY,ASML Holding NV,7.0,16987633.0,1.47
ROP US EQUITY,Roper Technologies Inc,28.0,15934489.0,1.38
100 HK EQUITY,Minimax Group Inc,289.0,15864435.0,1.37
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,24.0,13842816.0,1.2
QCOM US EQUITY,QUALCOMM Inc,61.0,13594826.0,1.18
ACN US EQUITY,Accenture PLC,49.0,12320646.0,1.07
5803 JP EQUITY,Fujikura Ltd,254.0,11832794.0,1.02
HOOD US EQUITY,Robinhood Markets Inc,87.0,11471485.0,0.99
300308 CH EQUITY,Zhongji Innolight Co Ltd,61.0,11377620.0,0.99
300502 CH EQUITY,Eoptolink Technology Inc Ltd,133.0,11358738.0,0.98
PDD US EQUITY,PDD Holdings Inc,83.0,10301916.0,0.89
DELL US EQUITY,Dell Technologies Inc,17.0,10247981.0,0.89
EBAY US EQUITY,eBay Inc,65.0,9427714.0,0.82
